1615428324,-15
1615428325,-14
1615428326,-16
1615428327,-16
1615428329,-13
1615428330,-16
1615428331,-15
1615428332,-15
1615428334,-15
1615428335,-15
1615428336,-16
1615428337,-16
1615428339,-13
1615428340,-13
1615428341,-13
1615428342,-13
1615428343,-13
1615428345,-13
1615428346,-13
1615428347,-13
1615428348,-11
1615428350,-11
1615428351,-11
1615428352,-11
1615428353,-11
1615428354,-11
1615428356,-11
1615428357,-11
1615428358,-11
1615428359,-11
1615428361,-11
1615428362,-11
1615428363,-11
1615428364,-11
1615428365,-11
1615428367,-13
