1615422554,-16
1615422555,-16
1615422557,-16
1615422558,-16
1615422559,-16
1615422560,-16
1615422562,-16
1615422563,-16
1615422564,-16
1615422565,-16
1615422567,-16
1615422568,-16
1615422569,-22
1615422570,-45
1615422571,-50
1615422573,-50
1615422574,-50
1615422575,-50
1615422576,-45
1615422578,-20
1615422579,-19
1615422580,-19
1615422581,-18
1615422583,-18
1615422584,-18
1615422585,-19
1615422586,-18
1615422587,-19
1615422589,-19
1615422590,-18
1615422591,-18
1615422592,-18
1615422594,-18
1615422595,-18
1615422596,-18
1615422597,-18
1615422598,-19
1615422600,-18
1615422601,-19
1615422602,-18
1615422603,-19
1615422605,-18
1615422606,-19
1615422607,-18
1615422608,-18
1615422610,-19
1615422611,-18
1615422612,-19
1615422613,-18
1615422614,-18
1615422616,-18
1615422617,-18
1615422618,-18
1615422619,-18
1615422621,-18
1615422622,-18
1615422623,-18
1615422624,-18
1615422626,-18
1615422627,-18
1615422628,-18
1615422629,-18
1615422630,-18
1615422632,-18
1615422633,-18
1615422634,-19
1615422635,-18
1615422637,-18
1615422638,-18
1615422639,-19
1615422640,-18
1615422641,-18
1615422643,-18
1615422644,-18
1615422645,-18
1615422646,-18
1615422648,-18
1615422649,-18
1615422650,-18
1615422651,-18
1615422653,-18
1615422654,-18
1615422655,-18
1615422656,-18
1615422657,-18
1615422659,-18
1615422660,-18
1615422661,-18
1615422662,-18
1615422664,-18
1615422665,-18
1615422666,-18
1615422667,-18
1615422669,-18
1615422670,-18
1615422671,-18
1615422672,-18
1615422673,-18
1615422675,-18
1615422676,-18
1615422677,-18
1615422678,-19
1615422680,-18
1615422681,-19
1615422682,-19
1615422683,-18
1615422684,-19
1615422686,-19
1615422687,-19
1615422688,-18
1615422689,-18
1615422691,-18
1615422692,-18
1615422693,-18
1615422694,-18
1615422696,-18
1615422697,-18
1615422698,-18
1615422699,-18
1615422700,-18
1615422702,-18
1615422703,-18
1615422704,-18
1615422705,-18
1615422707,-18
1615422708,-18
1615422709,-18
1615422710,-18
1615422712,-18
1615422713,-18
1615422714,-18
1615422715,-18
1615422716,-18
1615422718,-18
1615422719,-18
1615422720,-18
1615422721,-18
1615422723,-18
1615422724,-18
1615422725,-18
1615422726,-18
1615422728,-18
1615422729,-18
1615422730,-18
1615422731,-18
1615422732,-18
1615422734,-18
1615422735,-18
1615422736,-18
1615422737,-18
1615422739,-18
1615422740,-19
1615422741,-19
1615422742,-19
1615422744,-19
1615422745,-19
1615422746,-19
1615422747,-19
1615422748,-19
1615422750,-19
1615422751,-19
1615422752,-19
1615422753,-19
1615422755,-19
1615422756,-19
1615422757,-19
1615422758,-19
1615422759,-19
1615422761,-19
1615422762,-19
1615422763,-19
1615422764,-19
1615422766,-19
1615422767,-19
1615422768,-19
1615422769,-19
1615422771,-19
1615422772,-19
1615422773,-19
1615422774,-19
1615422775,-19
1615422777,-19
1615422778,-19
1615422779,-19
1615422780,-19
1615422782,-19
