px1, py1, px2, py2, px3, py3, px4, py4, lx2, ly2, lx3, ly3, lx4, ly4, iteration, execution time, epoch, gps1lat, gps1lon, gps2lat, gps2lon, gps3lat, gps3lon, gps4lat, gps4lon 
-21746.0241947,-15743.6722037,-21732.6326128,-15537.6839124,195799.933688,-179852.581764,182389.302579,-158426.08696,-21727.5144152,-15764.4898634,-21732.8776842,-15537.9204805,195792.933688,-179851.581764,182396.302579,-158420.08696,11,17.30012059211731,1616657960.8383012,-37.819184,144.9485985,-37.819087333333336,144.9509195,-35.84156328,143.1362385,-35.96631476,143.3707744
-21759.1928494,-15708.3317125,-21730.146747,-15530.1872296,195799.933688,-179852.581764,182389.302579,-158426.08696,-21756.4906805,-15735.5379234,-21729.2818558,-15538.3661619,195801.933688,-179847.581764,182394.302579,-158435.08696,11,16.758387327194214,1616657998.1505303,-37.81930216666667,144.9490005,-37.81906583333333,144.951004,-35.84156328,143.1362385,-35.96631476,143.3707744
-21762.5960035,-15672.7960298,-21736.3438835,-15519.443037,195799.933688,-179852.581764,182389.302579,-158426.08696,-21757.2967782,-15676.4235371,-21740.9892349,-15519.8710432,195792.933688,-179860.581764,182384.302579,-158418.08696,11,16.93391704559326,1616658034.924504,-37.819332833333334,144.9494045,-37.81912283333333,144.951125,-35.84156328,143.1362385,-35.96631476,143.3707744
-21765.7127857,-15664.9574244,-21746.7728757,-15521.9070264,195799.933688,-179852.581764,182389.302579,-158426.08696,-21764.4246273,-15667.9388914,-21741.8363685,-15509.3356198,195805.933688,-179856.581764,182392.302579,-158425.08696,11,17.144766330718994,1616658071.8777945,-37.81936116666667,144.94949333333332,-37.81921633333333,144.95109716666667,-35.84156328,143.1362385,-35.96631476,143.3707744
-21769.8930395,-15658.7075048,-21742.7801821,-15517.3266868,195799.933688,-179852.581764,182389.302579,-158426.08696,-21769.3144134,-15663.317812,-21744.7415531,-15527.7903159,195799.933688,-179861.581764,182395.302579,-158422.08696,11,17.040152311325073,1616658109.0258281,-37.81939916666666,144.949564,-37.81918,144.95114966666668,-35.84156328,143.1362385,-35.96631476,143.3707744
-21779.3591419,-15646.2010205,-21750.1019851,-15510.6769195,195799.933688,-179852.581764,182389.302579,-158426.08696,-21775.956032,-15651.2182799,-21739.8502045,-15509.5292376,195799.933688,-179853.581764,182395.302579,-158422.08696,11,17.355857610702515,1616658146.0847528,-37.819485,144.9497055,-37.819246666666665,144.9512245,-35.84156328,143.1362385,-35.96631476,143.3707744
-21775.6317335,-15647.4212572,-21756.9461692,-15502.2820263,195799.933688,-179852.581764,182389.302579,-158426.08696,-21780.3581512,-15646.6973989,-21748.2350559,-15508.7825869,195796.933688,-179855.581764,182382.302579,-158436.08696,11,17.002957820892334,1616658183.4618008,-37.81945183333333,144.94969133333333,-37.8193085,144.95131966666668,-35.84156328,143.1362385,-35.96631476,143.3707744
-21773.8290874,-15645.6922027,-21754.2857849,-15505.033151,195799.933688,-179852.581764,182389.302579,-158426.08696,-21776.0019354,-15646.0443052,-21751.5964419,-15499.5906021,195797.933688,-179846.581764,182395.302579,-158430.08696,11,17.015660047531128,1616658220.4857862,-37.819436,144.94971066666668,-37.819284833333334,144.95128816666667,-35.84156328,143.1362385,-35.96631476,143.3707744
-21769.8894988,-15655.7272942,-21754.1272709,-15495.1525711,195799.933688,-179852.581764,182389.302579,-158426.08696,-49503.7409135,-31585.3330716,-21756.6811253,-15493.6165772,195789.933688,-179857.581764,182393.302579,-158435.08696,11,17.119778871536255,1616658257.5218697,-37.81940066666667,144.9495965,-37.819284,144.9514,-35.84156328,143.1362385,-35.96631476,143.3707744
-21768.1756125,-15662.5229072,-21756.4525087,-15498.5092604,195799.933688,-179852.581764,182389.302579,-158426.08696,-21765.8738566,-15666.3166158,-21751.6853357,-15502.6627341,195798.933688,-179849.581764,182385.302579,-158422.08696,11,16.974562406539917,1616658294.6617718,-37.81938533333334,144.94951916666668,-37.819306,144.95136083333333,-35.84156328,143.1362385,-35.96631476,143.3707744
-21767.7666565,-15661.2696423,-21765.8981272,-15502.800469,195799.933688,-179852.581764,182389.302579,-158426.08696,-57634.4792719,-34124.6614683,-21756.6416933,-15498.750572,195793.933688,-179851.581764,182383.302579,-158420.08696,11,16.971672296524048,1616658331.6543174,-37.819380833333334,144.94953416666667,-37.819390166666665,144.95131266666667,-35.84156328,143.1362385,-35.96631476,143.3707744
