sysID,PLL-therm,CPU-therm,PMIC-Die,GPU-therm,AO-therm,thermal-fan-est,epoch
2,51.5,53.5,100.0,52.0,60.0,53.0,1616655133.4159415
2,51.5,54.5,100.0,52.0,60.0,53.5,1616655133.4159415
2,51.0,54.0,100.0,52.0,59.5,53.0,1616655133.4159415
2,51.5,54.5,100.0,52.0,60.0,53.0,1616655133.4159415
2,51.0,55.0,100.0,52.0,60.5,53.5,1616655133.4159415
2,52.0,53.5,100.0,52.5,60.0,53.0,1616655133.4159415
2,51.5,54.5,100.0,52.0,60.0,53.5,1616655133.4159415
2,52.0,54.5,100.0,52.5,61.0,53.5,1616655133.4159415
2,51.5,53.5,100.0,52.0,60.5,52.75,1616655133.4159415
2,52.5,54.0,100.0,52.5,61.0,54.0,1616655133.4159415
2,52.5,54.5,100.0,52.5,60.0,53.25,1616655133.4159415
2,52.0,54.5,100.0,52.5,60.0,53.0,1616655133.4159415
2,51.0,53.0,100.0,52.0,60.0,53.0,1616655133.4159415
2,52.0,54.0,100.0,52.5,60.5,53.0,1616655133.4159415
2,51.5,53.0,100.0,52.0,59.5,53.0,1616655133.4159415
2,52.0,54.0,100.0,52.0,60.0,53.0,1616655133.4159415
2,51.5,53.5,100.0,52.0,60.0,53.0,1616655133.4159415
2,50.5,53.0,100.0,51.5,59.0,52.5,1616655133.4159415
2,50.5,52.5,100.0,51.5,59.5,52.0,1616655133.4159415
2,50.5,52.0,100.0,51.0,59.0,51.5,1616655133.4159415
2,50.5,52.0,100.0,51.0,59.0,51.75,1616655133.4159415
2,51.0,53.0,100.0,51.0,59.5,52.25,1616655133.4159415
2,50.5,53.0,100.0,51.0,58.5,52.25,1616655133.4159415
2,50.5,52.5,100.0,51.0,59.0,51.5,1616655133.4159415
2,50.0,52.5,100.0,51.0,59.0,51.5,1616655133.4159415
2,50.0,52.0,100.0,50.5,58.5,51.25,1616655133.4159415
2,50.0,52.0,100.0,50.5,59.0,51.25,1616655133.4159415
2,50.5,52.5,100.0,51.0,59.0,52.0,1616655133.4159415
2,50.5,52.5,100.0,50.5,58.5,51.75,1616655133.4159415
2,50.5,52.5,100.0,50.5,58.5,51.5,1616655133.4159415
2,49.5,52.5,100.0,50.5,58.0,51.0,1616655133.4159415
2,49.5,52.5,100.0,50.5,58.5,51.0,1616655133.4159415
2,49.5,51.5,100.0,50.0,58.5,50.75,1616655133.4159415
2,50.0,52.0,100.0,50.5,58.5,51.5,1616655133.4159415
2,50.0,53.0,100.0,50.5,58.0,50.75,1616655133.4159415
2,50.0,52.0,100.0,50.0,58.0,51.0,1616655133.4159415
2,49.0,51.5,100.0,50.0,57.5,50.75,1616655133.4159415
2,49.0,51.5,100.0,50.0,57.5,50.75,1616655133.4159415
2,49.0,51.0,100.0,50.0,57.5,50.75,1616655133.4159415
2,49.0,51.5,100.0,49.5,57.5,50.5,1616655133.4159415
2,50.0,51.5,100.0,50.0,58.0,51.0,1616655133.4159415
2,50.0,52.0,100.0,50.5,58.0,51.0,1616655133.4159415
2,50.5,53.0,100.0,51.0,58.0,51.75,1616655133.4159415
2,50.0,52.5,100.0,51.0,58.5,51.5,1616655133.4159415
2,50.5,53.0,100.0,51.0,59.0,52.0,1616655133.4159415
2,50.5,53.0,100.0,51.0,59.0,52.0,1616655133.4159415
2,50.5,52.5,100.0,51.0,59.0,52.0,1616655133.4159415
2,50.5,53.0,100.0,51.0,59.0,51.75,1616655133.4159415
2,50.5,53.0,100.0,51.0,59.0,52.5,1616655133.4159415
2,51.0,53.5,100.0,51.5,59.5,52.5,1616655133.4159415
2,51.0,54.0,100.0,51.5,59.5,52.5,1616655133.4159415
2,51.5,53.5,100.0,52.0,60.0,52.75,1616655133.4159415
2,51.0,53.5,100.0,51.5,59.5,52.5,1616655133.4159415
2,51.0,53.0,100.0,52.0,59.5,52.75,1616655133.4159415
2,51.0,53.5,100.0,52.0,60.0,52.5,1616655133.4159415
2,51.0,53.5,100.0,52.0,60.0,53.0,1616655133.4159415
2,52.0,54.0,100.0,52.0,60.0,53.0,1616655133.4159415
2,51.5,54.0,100.0,52.0,60.0,53.0,1616655133.4159415
