px1, py1, px2, py2, px3, py3, px4, py4, lx2, ly2, lx3, ly3, lx4, ly4, iteration, execution time, epoch, gps1lat, gps1lon, gps2lat, gps2lon, gps3lat, gps3lon, gps4lat, gps4lon 
-21832.9198464,-15493.4114825,-21814.3742776,-15521.9370501,195799.933688,-179852.581764,182389.302579,-158426.08696,-21859.1839751,-15487.4671073,-21820.1693902,-15506.7704296,195808.933688,-179861.581764,182394.302579,-158431.08696,11,16.667548894882202,1616655158.241861,-37.819995666666664,144.9514165,-37.819823,144.9510975,-35.84156328,143.1362385,-35.96631476,143.3707744
-21852.8902619,-15511.635128,-21818.5009123,-15523.1131639,195799.933688,-179852.581764,182389.302579,-158426.08696,-21856.6700864,-15506.592322,-21812.4280378,-15519.8327367,195808.933688,-179852.581764,182381.302579,-158433.08696,11,17.56927227973938,1616655194.9337962,-37.82017483333333,144.9512095,-37.819861333333336,144.951083,-35.84156328,143.1362385,-35.96631476,143.3707744
-21861.613885,-15511.1424456,-21848.9316805,-15519.6931897,195799.933688,-179852.581764,182389.302579,-158426.08696,-21849.9453718,-15510.1595531,-21820.8186932,-15528.7938691,195807.933688,-179862.581764,182389.302579,-158424.08696,11,19.50468420982361,1616655232.5255926,-37.82025333333333,144.951215,-37.82013966666667,144.9511175,-35.84156328,143.1362385,-35.96631476,143.3707744
-21880.1212911,-15520.5528555,-21852.0667723,-15520.3899373,195799.933688,-179852.581764,182389.302579,-158426.08696,-21865.2683657,-15516.1548537,-21856.0189842,-15516.2848712,195790.933688,-179844.581764,182398.302579,-158417.08696,11,16.783302307128906,1616655272.0402145,-37.820420166666665,144.9511075,-37.82016866666667,144.95110883333334,-35.84156328,143.1362385,-35.96631476,143.3707744
-21852.2014361,-15536.8203332,-21833.6676123,-15534.5035829,195799.933688,-179852.581764,182389.302579,-158426.08696,-21885.2933172,-15517.3442863,-21841.0415241,-15529.2553193,195792.933688,-179852.581764,182384.302579,-158423.08696,11,18.48316788673401,1616655308.846124,-37.820169666666665,144.95092216666666,-37.82000333333333,144.95094833333334,-35.84156328,143.1362385,-35.96631476,143.3707744
-21800.6605777,-15548.1378042,-21824.2597952,-15537.6356129,195799.933688,-179852.581764,182389.302579,-158426.08696,-21824.8066237,-15545.5132619,-21840.3269035,-15535.0267457,195804.933688,-179851.581764,182398.302579,-158429.08696,11,19.801687240600586,1616655347.349809,-37.8197065,144.9507935,-37.819918666666666,144.95091283333332,-35.84156328,143.1362385,-35.96631476,143.3707744
-21769.9388896,-15553.8594186,-21812.1579946,-15535.6806198,195799.933688,-179852.581764,182389.302579,-158426.08696,-21784.0844509,-15549.8259457,-21823.0184687,-15529.5554494,195807.933688,-179846.581764,182381.302579,-158429.08696,11,17.855793714523315,1616655387.173864,-37.81943,144.95072883333333,-37.81981,144.950935,-35.84156328,143.1362385,-35.96631476,143.3707744
-21741.4578118,-15562.8053072,-21804.5754986,-15540.2850131,195799.933688,-179852.581764,182389.302579,-158426.08696,-21743.0053688,-15559.6734369,-21812.4502461,-15538.2580834,195805.933688,-179855.581764,182388.302579,-158423.08696,11,16.458128213882446,1616655425.0498128,-37.819174,144.95062716666666,-37.81974183333333,144.95088266666667,-35.84156328,143.1362385,-35.96631476,143.3707744
-21715.7564988,-15569.0849102,-21790.3785383,-15551.08924,195799.933688,-179852.581764,182389.302579,-158426.08696,-21726.1881356,-15566.0568225,-21787.3371489,-15537.2195408,195791.933688,-179858.581764,182382.302579,-158426.08696,11,17.20889973640442,1616655461.530543,-37.81894333333334,144.9505555,-37.81961366666667,144.95076033333333,-35.84156328,143.1362385,-35.96631476,143.3707744
-21734.9033477,-15565.8835774,-21768.5602277,-15564.7115968,195799.933688,-179852.581764,182389.302579,-158426.08696,-21726.8855128,-15567.9434266,-21775.3441405,-15553.5666568,195796.933688,-179844.581764,182398.302579,-158418.08696,11,15.44777226448059,1616655498.7461474,-37.819115833333335,144.9505915,-37.819417333333334,144.95060566666666,-35.84156328,143.1362385,-35.96631476,143.3707744
