epoch, lon, lat, alt, ascent_rate 
1616657678.0,144.950812,-37.81919966666667,242.7,0.0
1616657679.0,144.95082066666666,-37.819204,243.8,0.0
1616657680.0,144.950829,-37.8192095,245.1,0.0
1616657681.0,144.95083183333332,-37.81921116666667,245.5,0.0
1616657682.0,144.95083983333333,-37.819214833333334,246.4,0.0
1616657683.0,144.95084633333335,-37.81921966666667,247.8,0.0
1616657684.0,144.950849,-37.819219833333335,248.8,0.0
1616657685.0,144.9508585,-37.81921916666667,250.3,0.0
1616657686.0,144.95086433333333,-37.819223,251.7,0.0
1616657687.0,144.950878,-37.819223,253.9,1.2444444444444462
1616657688.0,144.95088633333333,-37.819219833333335,255.7,1.3222222222222197
1616657689.0,144.95089666666667,-37.8192205,258.1,1.4444444444444475
1616657690.0,144.95090416666667,-37.819223666666666,260.4,1.655555555555553
1616657691.0,144.9509105,-37.819225333333335,262.5,1.7888888888888883
1616657692.0,144.95091333333335,-37.8192265,263.9,1.7888888888888852
1616657693.0,144.95091966666666,-37.8192315,266.1,1.9222222222222234
1616657694.0,144.950926,-37.8192375,268.5,2.022222222222221
1616657695.0,144.9509355,-37.81924466666667,271.1,2.1555555555555594
1616657696.0,144.9509425,-37.81925116666667,273.7,2.199999999999998
1616657697.0,144.9509515,-37.81925233333333,275.2,2.1666666666666665
1616657698.0,144.950958,-37.819253333333336,276.3,2.022222222222221
1616657699.0,144.950963,-37.81925433333333,277.0,1.844444444444447
1616657700.0,144.95096933333335,-37.819253833333335,277.6,1.6777777777777803
1616657701.0,144.950974,-37.819253833333335,277.7,1.5333333333333345
1616657702.0,144.95097483333333,-37.81925616666667,278.9,1.4222222222222172
1616657703.0,144.95097583333333,-37.81925783333333,279.8,1.2555555555555569
1616657704.0,144.950977,-37.819257666666665,280.3,1.022222222222221
1616657705.0,144.95097716666666,-37.81925716666667,280.6,0.7666666666666705
1616657706.0,144.9509745,-37.8192605,282.3,0.7888888888888914
1616657707.0,144.95097283333334,-37.819263,284.3,0.8888888888888888
1616657708.0,144.95096966666668,-37.8192645,286.5,1.0555555555555556
1616657709.0,144.95096783333332,-37.81926816666667,288.2,1.177777777777774
1616657710.0,144.950967,-37.81926966666666,289.8,1.344444444444447
1616657711.0,144.9509725,-37.81926283333333,288.7,1.0888888888888901
1616657712.0,144.9509705,-37.81926,288.8,1.0
1616657713.0,144.95096783333332,-37.819256333333335,288.8,0.9444444444444444
1616657714.0,144.95096566666666,-37.81925316666667,288.7,0.8999999999999962
1616657715.0,144.95096416666667,-37.81925,288.9,0.7333333333333295
1616657716.0,144.95095933333334,-37.81924983333333,290.7,0.7111111111111086
1616657717.0,144.950958,-37.8192515,292.4,0.655555555555553
