epoch, lon, lat, alt, ascent_rate 
1616655143.0,144.95129383333332,-37.82001133333333,425.0,0.0
1616655144.0,144.951292,-37.820010833333335,422.9,0.0
1616655145.0,144.95128983333333,-37.82001016666667,421.6,0.0
1616655146.0,144.95128366666665,-37.82000466666667,419.8,0.0
1616655147.0,144.95127283333332,-37.8199915,418.4,0.0
1616655148.0,144.95126483333334,-37.819984833333336,415.9,0.0
1616655149.0,144.95125883333333,-37.81998183333333,413.5,0.0
1616655150.0,144.9512525,-37.819977,411.7,0.0
1616655151.0,144.95124366666667,-37.81996916666667,408.9,0.0
1616655152.0,144.951238,-37.81996633333333,406.2,-2.0888888888888903
1616655153.0,144.95123116666667,-37.8199615,403.7,-2.133333333333332
1616655154.0,144.9512185,-37.81994733333333,400.7,-2.322222222222226
1616655155.0,144.95120966666667,-37.81993883333333,398.0,-2.4222222222222234
1616655156.0,144.95119466666668,-37.8199205,394.9,-2.611111111111111
1616655157.0,144.95119066666666,-37.819919666666664,392.1,-2.6444444444444395
1616655158.0,144.95118,-37.819906,390.1,-2.5999999999999974
1616655159.0,144.95117,-37.8198925,388.9,-2.5333333333333345
1616655160.0,144.95115966666665,-37.81987633333333,388.7,-2.244444444444443
1616655161.0,144.95114883333332,-37.8198595,388.3,-1.9888888888888863
1616655162.0,144.951137,-37.8198415,387.6,-1.7888888888888852
1616655163.0,144.95112816666668,-37.819829,386.6,-1.5666666666666629
1616655164.0,144.95111433333332,-37.8198095,385.0,-1.4444444444444444
1616655165.0,144.95111133333333,-37.819808333333334,383.6,-1.2555555555555504
1616655166.0,144.9511095,-37.819809,381.8,-1.1444444444444457
1616655167.0,144.95110416666665,-37.819805,379.7,-1.1555555555555594
1616655168.0,144.95109866666667,-37.819801166666664,377.3,-1.2888888888888852
1616655169.0,144.95109266666665,-37.819796333333336,375.0,-1.522222222222221
1616655170.0,144.95109216666665,-37.819798,373.9,-1.6000000000000039
1616655171.0,144.95109216666665,-37.819800666666666,372.7,-1.6555555555555594
