sysID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,roll,pitch,yaw,gps0_lat,gps0_lon,gps0_alt,gps1_lat,gps1_lon,gps1_alt,gps2_lat,gps2_lon,gps2_alt,gps3_lat,gps3_lon,gps3_alt,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,qt1,qt2,qt3,qt4,epoch,magVec1,magVec2,magVec3
1,-15556.4041756,-21538.4220844,308.184384981,0.107424832043,0.0997536961834,0.324271699089,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653372.882069,-0.151242,0.471162,0.681704
1,-15556.4009529,-21538.4190918,308.194113132,0.214849664085,0.199507392367,0.648543398179,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653372.9158094,-0.151242,0.471162,0.681704
1,-15556.3955816,-21538.4141041,308.210326717,0.322274496128,0.29926108855,0.972815097268,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653372.9683082,-0.151242,0.471162,0.681704
1,-15556.3880619,-21538.4071213,308.233025736,0.429699328171,0.399014784734,1.29708679636,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653372.9960911,-0.151242,0.471162,0.681704
1,-15556.3783936,-21538.3981435,308.262210189,0.537124160213,0.498768480917,1.62135849545,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653373.0243042,-0.151242,0.471162,0.681704
1,-15556.3665769,-21538.3871706,308.297880076,0.644548992256,0.598522177101,1.94563019454,0.200468052997,-0.170843045165,0.819829216734,0.508434134412,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.001194,0.009362,0.009641,4.866937,-7.45133,3.926351,0.200468,-0.170843,0.819829,0.508434,1616653373.0582669,-0.151242,0.471162,0.681704
1,-15556.3526111,-21538.3742069,308.340033481,0.752035883355,0.697844906438,2.26971034516,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.0875874,-0.143411,0.478524,0.682476
1,-15556.3364955,-21538.3592568,308.38866849,0.859522774453,0.797167635776,2.59379049578,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.1228275,-0.143411,0.478524,0.682476
1,-15556.3182302,-21538.3423202,308.443785101,0.967009665552,0.896490365114,2.91787064641,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.1587834,-0.143411,0.478524,0.682476
1,-15556.2978151,-21538.3233972,308.505383316,1.07449655665,0.995813094452,3.24195079703,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.1922743,-0.143411,0.478524,0.682476
1,-15556.2752503,-21538.3024877,308.573463133,1.18198344775,1.09513582379,3.56603094765,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.2221088,-0.143411,0.478524,0.682476
1,-15556.2505358,-21538.2795917,308.648024553,1.28947033885,1.19445855313,3.89011109828,0.200508980469,-0.170991983344,0.819894920136,0.508261950492,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,0.006005,-0.0121,0.002317,4.842434,-7.446598,3.926969,0.200509,-0.170992,0.819895,0.508262,1616653373.2533727,-0.143411,0.478524,0.682476
1,-15556.2236748,-21538.2547064,308.729069024,1.39662531024,1.29407584486,4.21433593382,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.286591,-0.143529,0.47603,0.682452
1,-15556.1946707,-21538.2278287,308.816597991,1.50378028164,1.39369313659,4.53856076937,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.3142712,-0.143529,0.47603,0.682452
1,-15556.1635236,-21538.1989587,308.910611455,1.61093525303,1.49331042833,4.86278560492,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.3418224,-0.143529,0.47603,0.682452
1,-15556.1302333,-21538.1680963,309.011109415,1.71809022442,1.59292772006,5.18701044047,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.3692467,-0.143529,0.47603,0.682452
1,-15556.0948,-21538.1352416,309.118091872,1.82524519582,1.69254501179,5.51123527602,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.397499,-0.143529,0.47603,0.682452
1,-15556.0572235,-21538.1003945,309.231558826,1.93240016721,1.79216230352,5.83546011157,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.81734216666667,144.95066133333333,400.6,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.4253058,-0.143529,0.47603,0.682452
1,-15556.017504,-21538.0635551,309.351510277,2.0395551386,1.89177959526,6.15968494712,0.200406884091,-0.17092890114,0.819844525827,0.508404705954,[],[],[],-37.817345333333336,144.95063933333333,416.0,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.009193,-0.002079,-0.000922,4.865052,-7.437392,3.924204,0.200407,-0.170929,0.819845,0.508405,1616653373.4566157,-0.143529,0.47603,0.682452
1,-15555.9756403,-21538.0247203,309.477948801,2.14680916009,1.99169741099,6.48416751498,0.200584983854,-0.170950986239,0.819830934009,0.508348959081,[],[],[],-37.817345333333336,144.95063933333333,416.0,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.000586,-0.006378,-0.006598,4.88217,-7.448712,3.928352,0.200585,-0.170951,0.819831,0.508349,1616653373.4902008,-0.153893,0.476588,0.68892
1,-15555.9316316,-21537.9838872,309.610876977,2.25406318157,2.09161522672,6.80865008283,0.200584983854,-0.170950986239,0.819830934009,0.508348959081,[],[],[],-37.817345333333336,144.95063933333333,416.0,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.000586,-0.006378,-0.006598,4.88217,-7.448712,3.928352,0.200585,-0.170951,0.819831,0.508349,1616653373.520207,-0.153893,0.476588,0.68892
1,-15555.8854778,-21537.9410557,309.750294805,2.36131720305,2.19153304245,7.13313265069,0.200584983854,-0.170950986239,0.819830934009,0.508348959081,[],[],[],-37.817345333333336,144.95063933333333,416.0,-37.818952333333336,144.95124833333333,271.4,-35.84156328,143.1362385,63.2729524,-35.96631476,143.3707744,64.82851725,-0.000586,-0.006378,-0.006598,4.88217,-7.448712,3.928352,0.200585,-0.170951,0.819831,0.508349,1616653373.5507696,-0.153893,0.476588,0.68892
