epoch, lon, lat, alt, ascent_rate 
1616655029.0,144.95134133333335,-37.82004233333333,407.8,0.0
1616655030.0,144.9513495,-37.820047333333335,409.3,0.0
1616655031.0,144.95135333333334,-37.82004933333333,410.1,0.0
1616655032.0,144.95136016666666,-37.820058333333336,410.8,0.0
1616655033.0,144.95136583333334,-37.82006833333333,411.6,0.0
1616655034.0,144.95137166666666,-37.82007633333333,412.5,0.0
1616655035.0,144.951378,-37.8200825,413.3,0.0
1616655036.0,144.95138783333334,-37.82008916666667,414.4,0.0
1616655037.0,144.95139183333333,-37.82009583333333,415.9,0.0
1616655038.0,144.95139483333332,-37.820097,417.6,1.0888888888888901
1616655039.0,144.95139583333332,-37.82009633333333,419.5,1.133333333333332
1616655040.0,144.9513955,-37.8200875,421.4,1.2555555555555504
1616655041.0,144.95139883333334,-37.820087,422.4,1.2888888888888852
1616655042.0,144.951401,-37.82008733333333,423.6,1.3333333333333333
1616655043.0,144.951402,-37.82008883333334,425.1,1.4000000000000026
1616655044.0,144.95140283333333,-37.82008583333333,427.8,1.6111111111111112
1616655045.0,144.95140466666666,-37.82008833333333,429.4,1.6666666666666667
1616655046.0,144.95140466666666,-37.82009166666667,431.1,1.688888888888894
1616655047.0,144.951398,-37.82008166666667,433.5,1.7666666666666642
1616655048.0,144.95139333333333,-37.82007633333333,435.0,1.7222222222222223
1616655049.0,144.95139016666667,-37.820075333333335,436.8,1.7111111111111148
1616655050.0,144.95138766666668,-37.820074,438.2,1.7555555555555569
1616655051.0,144.951392,-37.82008583333333,439.3,1.7444444444444431
1616655052.0,144.951391,-37.820087666666666,440.5,1.7111111111111086
1616655053.0,144.9513895,-37.820087666666666,442.4,1.6222222222222185
1616655054.0,144.95138683333334,-37.820087,445.2,1.7555555555555569
1616655055.0,144.951384,-37.82008416666667,448.3,1.9111111111111099
1616655056.0,144.951381,-37.8200815,451.9,2.044444444444442
1616655057.0,144.95137683333334,-37.82007616666667,456.2,2.3555555555555543
1616655058.0,144.95136733333334,-37.82006366666667,460.1,2.5888888888888903
1616655059.0,144.95135783333333,-37.82004933333333,464.8,2.955555555555558
1616655060.0,144.95134583333333,-37.8200315,469.1,3.3111111111111122
1616655061.0,144.9513365,-37.8200175,472.6,3.566666666666669
1616655062.0,144.95132533333333,-37.82000083333333,475.6,3.688888888888894
1616655063.0,144.95131683333332,-37.81998866666667,477.9,3.633333333333332
1616655064.0,144.95131716666666,-37.819992,478.2,3.3222222222222197
1616655065.0,144.951314,-37.8199915,477.6,2.8555555555555605
1616655066.0,144.95131333333333,-37.8199945,477.5,2.366666666666668
1616655067.0,144.9513105,-37.8199935,476.8,1.8555555555555543
