sysID,PLL-therm,CPU-therm,PMIC-Die,GPU-therm,AO-therm,thermal-fan-est,epoch
2,58.0,60.5,100.0,57.5,66.0,58.75,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.0,59.0,1616657928.6976812
2,57.5,61.0,100.0,57.5,66.0,58.75,1616657928.6976812
2,57.5,60.5,100.0,57.5,66.0,58.25,1616657928.6976812
2,57.5,59.5,100.0,57.5,65.5,58.75,1616657928.6976812
2,57.0,59.5,100.0,58.0,66.0,58.75,1616657928.6976812
2,57.5,60.0,100.0,58.0,66.0,59.25,1616657928.6976812
2,58.0,60.0,100.0,58.0,66.0,59.0,1616657928.6976812
2,57.0,60.0,100.0,57.5,66.0,59.25,1616657928.6976812
2,57.5,60.0,100.0,57.5,66.0,59.0,1616657928.6976812
2,58.0,60.5,100.0,57.5,66.0,59.25,1616657928.6976812
2,57.5,60.0,100.0,58.0,66.0,58.75,1616657928.6976812
2,57.5,60.0,100.0,58.0,66.0,59.0,1616657928.6976812
2,57.5,60.5,100.0,57.5,65.5,58.75,1616657928.6976812
2,57.5,61.0,100.0,57.5,66.0,59.0,1616657928.6976812
2,58.0,60.0,100.0,58.0,66.0,59.0,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.0,59.0,1616657928.6976812
2,57.0,60.0,100.0,57.5,66.0,58.75,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.0,59.25,1616657928.6976812
2,57.5,61.0,100.0,58.0,65.5,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.25,1616657928.6976812
2,57.5,60.0,100.0,57.5,66.0,59.25,1616657928.6976812
2,58.0,60.0,100.0,57.5,66.0,59.0,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.0,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,57.5,60.5,100.0,58.5,66.0,59.25,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.0,58.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.5,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.75,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.0,59.25,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.75,1616657928.6976812
2,57.5,61.0,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.75,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.0,59.5,1616657928.6976812
2,58.5,61.0,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.0,60.0,100.0,58.0,66.5,59.25,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.5,59.5,1616657928.6976812
2,58.0,61.5,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.5,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.5,1616657928.6976812
2,57.5,61.0,100.0,58.0,66.0,58.75,1616657928.6976812
2,57.5,60.0,100.0,58.0,66.5,59.5,1616657928.6976812
2,58.5,61.0,100.0,58.5,67.0,59.5,1616657928.6976812
2,58.5,61.0,100.0,58.5,67.0,60.0,1616657928.6976812
2,57.5,60.5,100.0,58.5,66.0,59.5,1616657928.6976812
2,58.0,60.5,100.0,58.5,66.5,59.0,1616657928.6976812
2,58.5,60.5,100.0,58.0,66.5,60.0,1616657928.6976812
2,58.0,60.5,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.25,1616657928.6976812
2,57.5,60.5,100.0,58.0,66.0,59.25,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.0,66.0,60.0,1616657928.6976812
2,58.0,60.0,100.0,58.0,66.0,59.0,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.0,59.75,1616657928.6976812
2,58.0,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,61.0,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.5,60.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.0,61.0,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.5,60.0,100.0,58.5,67.0,59.25,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,67.0,59.5,1616657928.6976812
2,58.0,61.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.0,60.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.5,61.0,100.0,59.0,66.5,60.25,1616657928.6976812
2,58.5,60.5,100.0,58.5,66.5,60.25,1616657928.6976812
2,58.0,61.0,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.0,61.0,100.0,58.0,66.5,59.5,1616657928.6976812
2,58.5,61.5,100.0,59.0,67.0,60.0,1616657928.6976812
2,58.0,60.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.5,67.0,59.5,1616657928.6976812
2,58.0,61.0,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.0,62.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.0,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.5,61.5,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.0,60.5,100.0,58.0,66.5,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,59.25,1616657928.6976812
2,58.5,61.0,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,60.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,62.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,62.0,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.5,1616657928.6976812
2,58.0,61.5,100.0,58.0,66.5,60.0,1616657928.6976812
2,58.5,60.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.0,60.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.5,60.5,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.5,62.0,100.0,59.0,67.0,59.75,1616657928.6976812
2,58.5,61.0,100.0,59.0,67.0,60.25,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,60.5,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,60.0,100.0,58.0,66.5,59.75,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,59.5,1616657928.6976812
2,58.5,62.5,100.0,59.0,67.0,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,59.25,1616657928.6976812
2,58.5,60.5,100.0,58.5,67.0,59.5,1616657928.6976812
2,58.0,61.5,100.0,58.5,67.0,60.5,1616657928.6976812
2,59.0,62.0,100.0,58.5,67.0,60.5,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.5,100.0,59.0,67.0,60.25,1616657928.6976812
2,58.5,61.5,100.0,59.0,67.0,60.5,1616657928.6976812
2,59.0,61.5,100.0,59.0,67.0,60.5,1616657928.6976812
2,58.5,62.0,100.0,59.0,67.0,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,59.0,61.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.5,61.5,100.0,59.0,67.0,59.75,1616657928.6976812
2,58.5,60.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.5,62.5,100.0,58.5,67.0,60.0,1616657928.6976812
2,59.0,62.0,100.0,59.0,67.0,60.25,1616657928.6976812
2,59.0,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,61.0,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,59.0,61.0,100.0,58.5,67.0,59.5,1616657928.6976812
2,59.0,62.0,100.0,58.5,67.0,60.0,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.5,61.5,100.0,58.0,66.5,60.0,1616657928.6976812
2,58.5,62.0,100.0,58.5,67.0,59.0,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.5,62.0,100.0,58.5,66.5,60.25,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,59.25,1616657928.6976812
2,58.5,61.0,100.0,58.5,66.5,60.25,1616657928.6976812
2,58.5,61.0,100.0,58.5,67.0,60.25,1616657928.6976812
2,59.0,61.5,100.0,58.5,66.5,60.25,1616657928.6976812
2,58.5,62.0,100.0,58.0,66.5,60.0,1616657928.6976812
2,57.5,62.0,100.0,58.0,66.5,59.75,1616657928.6976812
2,59.0,61.5,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,60.25,1616657928.6976812
2,58.5,61.5,100.0,58.5,67.0,59.75,1616657928.6976812
2,58.0,61.5,100.0,58.5,66.5,59.75,1616657928.6976812
2,58.5,61.5,100.0,58.5,66.5,60.25,1616657928.6976812
2,59.0,61.0,100.0,59.0,67.0,60.25,1616657928.6976812
2,59.0,61.5,100.0,59.0,66.5,60.25,1616657928.6976812
2,58.0,61.0,100.0,58.5,66.5,60.0,1616657928.6976812
2,58.0,62.5,100.0,58.0,67.0,60.25,1616657928.6976812
2,58.5,61.5,100.0,59.0,67.0,60.0,1616657928.6976812
2,59.0,62.0,100.0,58.5,67.5,60.0,1616657928.6976812
