p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
-104368.768797,258613.014313,-104371.45147,258612.530519,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104368.450207,258613.141219,-104377.186683,258606.968783,96937.1391976,84922.3559838,82869.4706939,105947.078552,75147.6709929,49500.1705851,49,23.78627586364746,145.1268815,-37.6236943333,175.0,145.126883333,-37.6237205,161.3,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104368.879741,258611.386142,-104372.074622,258612.214923,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104368.743928,258613.20291,-104379.321359,258607.404966,96940.3945288,84921.2117533,82863.3573301,105943.770396,75139.1564371,49497.2977421,49,23.56926989555359,145.126863833,-37.623696,173.4,145.126881,-37.6237265,159.1,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.55875,258610.664998,-104362.013458,258609.506258,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.529969,258611.528611,-104361.061048,258620.266905,96939.7021702,84921.4628271,82869.5361769,105949.561851,75142.5440747,49502.8321186,49,23.484159231185913,145.126854833,-37.623702,175.7,145.126845167,-37.6236361667,162.5,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104370.1144,258611.424514,-104361.203693,258606.668931,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.755053,258611.230802,-104354.972133,258617.695283,96939.4636792,84921.538615,82857.4271995,105942.180147,75138.2818739,49499.6127069,49,23.511414289474487,145.126864333,-37.623707,174.2,145.126813333,-37.6236298333,161.2,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.541852,258610.400503,-104360.586575,258605.695251,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104370.106936,258611.378928,-104370.994684,258598.882048,96939.802319,84921.4252813,82859.8852667,105943.368103,75144.3020932,49501.3887523,49,23.219189882278442,145.126852667,-37.6237021667,173.9,145.1268025,-37.6236246667,160.3,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.433605,258612.146697,-104361.887133,258604.863768,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104370.695962,258612.019734,-104369.987424,258596.785338,96939.0760717,84921.6766466,82871.8791101,105947.273103,75144.3886405,49501.8292465,49,23.52635669708252,145.126872833,-37.6237008333,173.0,145.126793167,-37.6236365,161.1,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104367.600679,258614.099194,-104361.480014,258603.446378,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104368.229898,258613.486122,-104371.015,258600.923663,96940.8644108,84921.0485747,82863.5579655,105946.710111,75143.1060184,49498.6532586,49,23.50735378265381,145.126893333,-37.6236835,175.1,145.126777333,-37.6236333333,160.3,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104368.580404,258616.05708,-104363.954421,258604.55184,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104368.474145,258615.420007,-104369.522954,258601.053173,96942.0315678,84920.6474045,82859.2852391,105939.804899,75145.0569479,49497.5355203,49,24.363713264465332,145.126917167,-37.6236921667,172.3,145.126789667,-37.623655,162.6,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104367.296848,258611.586322,-104365.783685,258605.58171,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104367.957826,258614.518414,-104376.313085,258596.755947,96939.537514,84921.5239922,82866.5480829,105944.429076,75142.8012212,49501.332534,49,23.522237062454224,145.126864333,-37.6236813333,176.0,145.126801333,-37.623671,164.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104368.501753,258612.010448,-104364.167971,258604.828731,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104367.950636,258611.637039,-104374.4699,258602.89746,96942.6462331,84920.4355391,82869.2364111,105946.060056,75142.5331365,49505.5675763,49,23.475724458694458,145.126869333,-37.623692,176.5,145.126792833,-37.6236568333,162.7,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
