p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033520.90248,-3909548.39455,96936.0262474,84925.008506,82862.4570231,105951.798218,75139.076402,49509.7468669,49,55.57286810874939,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033518.90248,-3909547.39455,96935.599272,84925.147284,82859.6860811,105951.78612,75147.9070424,49504.7796498,49,52.340003967285156,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033517.90248,-3909544.39455,96942.0034645,84927.986945,82862.1055073,105944.430465,75157.7695644,49494.5572121,49,55.17899751663208,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033521.90248,-3909537.39455,96940.3116632,84926.9169107,82860.1949517,105946.952008,75154.9708487,49499.4678061,49,55.02057981491089,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033525.90248,-3909532.39455,96936.070847,84924.3741671,82859.5938608,105947.009882,75145.8564623,49505.2181962,49,54.49574136734009,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033528.90248,-3909532.39455,96937.2735043,84924.918272,82856.8715365,105951.175776,75150.9127865,49504.4145776,49,43.099536657333374,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033524.90248,-3909542.39455,96938.4249871,84926.1007729,82861.1532294,105946.412507,75148.1906232,49502.9552078,49,52.625471115112305,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033528.90248,-3909531.39455,96940.236754,84925.653633,82860.6980614,105941.267622,75153.2882481,49497.1763778,49,54.85934495925903,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033524.90248,-3909535.39455,96938.5626961,84926.5670941,82859.1132627,105945.555775,75153.7466166,49502.0668328,49,56.30289697647095,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033531.90248,-3909544.39455,96937.3277235,84925.7429331,82860.1373692,105948.859625,75151.8885263,49501.8098107,49,55.34877967834473,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
