p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033520.0,-3909531.0,6487.0,8680.0,-3509.0,2988.0,-20273.0,719.0,49,49.56133770942688,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033519.0,-3909537.0,6490.0,8679.0,-3504.0,2987.0,-20268.0,717.0,49,49.70280885696411,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033517.0,-3909543.0,6492.0,8676.0,-3505.0,2985.0,-20270.0,713.0,49,48.71626377105713,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033532.0,-3909538.0,6491.0,8670.0,-3504.0,2986.0,-20273.0,728.0,49,50.25471639633179,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033519.0,-3909533.0,6493.0,8676.0,-3502.0,2985.0,-20272.0,718.0,49,50.282562255859375,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,160,391,6491,8669,-3503,2981,-20265,710,1.0,1.0,155.0,393.0,6487.0,8680.0,-3503.0,2985.0,-20270.0,711.0,49,19.263806104660034,1,1,1,142,-36,128,142,-36,304,142,-36,305,142,-36,303
1,1,158,391,6491,8669,-3503,2981,-20265,710,1.0,1.0,156.0,393.0,6488.0,8677.0,-3506.0,2985.0,-20269.0,692.0,47,9.144312858581543,1,1,1,142,-36,128,142,-36,304,142,-36,305,142,-36,303
1,1,158,389,6491,8669,-3503,2981,-20265,710,1.0,1.0,158.0,390.0,6491.0,8671.0,-3507.0,2983.0,-20270.0,707.0,36,9.169632196426392,1,1,1,142,-36,130,142,-36,304,142,-36,305,142,-36,303
1,1,146,375,6491,8669,-3503,2981,-20265,710,1.0,1.0,145.0,374.0,6485.0,8683.0,-3504.0,2979.0,-20268.0,704.0,49,11.635453462600708,1,1,1,142,-36,130,142,-36,304,142,-36,305,142,-36,303
1,1,215,402,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033519.0,-3909544.0,6490.0,8677.0,-3502.0,2986.0,-20268.0,717.0,49,50.38401556015015,1,1,1,142,-36,139,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,199.0,388.0,6486.0,8681.0,-3508.0,2981.0,-20273.0,734.0,49,11.457549810409546,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,123.0,350.0,6487.0,8676.0,-3506.0,2984.0,-20271.0,707.0,19,6.936241388320923,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033530.0,-3909538.0,6491.0,8676.0,-3505.0,2984.0,-20271.0,722.0,49,49.2429575920105,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,193,373,6491,8669,-3503,2981,-20265,710,1.0,1.0,69.0,372.0,6485.0,8682.0,-3508.0,2984.0,-20268.0,694.0,49,11.677089929580688,1,1,1,142,-36,116,142,-36,304,142,-36,305,142,-36,303
1,1,147,367,6491,8669,-3503,2981,-20265,710,1.0,1.0,171.0,373.0,6489.0,8674.0,-3507.0,2981.0,-20267.0,695.0,27,7.641389608383179,1,1,1,142,-36,122,142,-36,304,142,-36,305,142,-36,303
1,1,168,368,6491,8669,-3503,2981,-20265,710,1.0,1.0,177.0,370.0,6487.0,8678.0,-3507.0,2986.0,-20269.0,704.0,42,11.171910762786865,1,1,1,142,-36,124,142,-36,304,142,-36,305,142,-36,303
1,1,163,384,6491,8669,-3503,2981,-20265,710,1.0,1.0,159.0,378.0,6485.0,8681.0,-3508.0,2985.0,-20272.0,707.0,21,7.374869346618652,1,1,1,142,-36,119,142,-36,304,142,-36,305,142,-36,303
1,1,142,360,6491,8669,-3503,2981,-20265,710,1.0,1.0,208.0,373.0,6489.0,8674.0,-3503.0,2983.0,-20271.0,712.0,49,12.157782077789307,1,1,1,142,-36,121,142,-36,304,142,-36,305,142,-36,303
1,1,247,382,6491,8669,-3503,2981,-20265,710,1.0,1.0,276.0,386.0,6487.0,8678.0,-3508.0,2980.0,-20271.0,698.0,49,13.470210075378418,1,1,1,142,-36,110,142,-36,304,142,-36,305,142,-36,303
1,1,173,378,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033524.0,-3909530.0,6492.0,8673.0,-3506.0,2983.0,-20273.0,716.0,49,50.2697548866272,1,1,1,142,-36,117,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,197.0,341.0,6490.0,8672.0,-3509.0,2979.0,-20269.0,689.0,49,12.286122798919678,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
1,1,-3033526,-3909539,6491,8669,-3503,2981,-20265,710,1.0,1.0,-3033519.0,-3909549.0,6492.0,8673.0,-3504.0,2984.0,-20269.0,717.0,49,50.451951026916504,1,1,1,0,0,0,142,-36,304,142,-36,305,142,-36,303
