p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033530.90248,-3909542.39455,96936.3809296,84925.093237,82858.5268275,105947.829713,75149.0109316,49503.9486001,49,53.190868616104126,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033525.90248,-3909540.39455,96937.967912,84925.953637,82864.8778827,105945.877947,75143.3224237,49504.3695107,49,53.643511056900024,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033524.90248,-3909541.39455,96937.5079815,84924.4703534,82861.1823366,105944.685486,75153.9823852,49497.3629851,49,54.58496427536011,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033521.90248,-3909537.39455,96940.0406124,84926.4598958,82863.3434966,105946.903166,75138.8731177,49509.3268262,49,54.87549066543579,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033529.90248,-3909535.39455,96940.4946901,84927.2492904,82862.6762571,105943.141972,75155.422653,49496.5400581,49,52.50728511810303,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033521.90248,-3909543.39455,96938.3741407,84927.3986404,82858.8225663,105946.588277,75151.8863198,49500.1852497,49,52.79010033607483,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033530.90248,-3909543.39455,96938.8339134,84925.9156921,82858.508168,105945.154285,75148.9695228,49501.4922015,49,54.31979942321777,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033526.90248,-3909545.39455,96935.9821229,84925.0321141,82861.00252,105947.3245,75155.9893228,49498.0519267,49,54.393038272857666,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033529.90248,-3909541.39455,96939.2175405,84926.174446,82864.2262745,105947.263832,75146.2468526,49506.1723689,49,53.08546233177185,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033536.90248,-3909538.39455,96937.4754639,84925.1535218,82861.1609987,105948.379915,75148.3711296,49503.2269789,49,53.525107622146606,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033530.90248,-3909535.39455,96939.7041615,84925.9770916,82861.9264713,105946.344591,75150.0496277,49499.6148129,49,52.868695974349976,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033523.90248,-3909531.39455,96937.8990489,84926.1702052,82857.8653697,105946.092984,75145.7556791,49501.6491451,49,52.26144194602966,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033527.90248,-3909548.39455,96939.405381,84925.4923521,82863.3565179,105948.776979,75146.5581185,49501.6024291,49,53.18115496635437,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033525.90248,-3909543.39455,96938.8184319,84925.2998819,82865.3411179,105949.098822,75138.3119112,49508.2514244,49,53.17077875137329,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033530.90248,-3909542.39455,96939.4634693,84926.4119384,82866.0291872,105946.016973,75148.5909662,49503.1844421,49,52.47567677497864,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033517.90248,-3909541.39455,96938.7075677,84926.6673386,82859.9605705,105944.205045,75146.042469,49502.8815411,49,57.28025937080383,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033522.90248,-3909533.39455,96936.826297,84925.6346714,82860.2013944,105953.390544,75148.5752121,49505.3560568,49,54.85673475265503,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033518.90248,-3909533.39455,96939.4084178,84926.6194287,82858.6788652,105950.129115,75146.98751,49505.1985245,49,52.73021221160889,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033521.90248,-3909534.39455,96940.6335421,84927.0806024,82864.6171746,105945.065673,75143.5216387,49506.3598471,49,55.02512502670288,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033535.90248,-3909533.39455,96937.9973922,84925.357523,82861.0629684,105949.162261,75151.9692565,49499.3432574,49,54.86877703666687,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
1.0,1.0,-3033526.90248,-3909539.39455,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,1.0,1.0,-3033522.90248,-3909542.39455,96936.0965746,84925.2972018,82856.1514018,105948.338379,75146.3375259,49503.6281138,49,53.09672498703003,1.0,1.0,1.0,0.0,0.0,0.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
