p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
-104365.970823,258613.558538,-104331.857973,258674.622271,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104367.466096,258614.489813,-3033519.90248,-3909548.39455,96945.0698556,84926.700492,82864.1479795,105948.548682,75146.0049731,49502.9478329,49,57.48576092720032,145.126889,-37.6236696667,170.0,145.127602,-37.6233553333,98.7,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104360.10871,258615.2374,-104373.134902,258617.251449,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104365.102067,258614.542429,-104343.30265,258666.110747,96939.806377,84921.4208926,82865.1361888,105945.775279,75145.6389,49502.1202142,49,24.094071626663208,145.126909667,-37.6236175,162.0,145.126943,-37.623736,149.3,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.765951,258611.398931,-104380.961331,258601.101327,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104366.855718,258611.932495,-104377.578569,258606.583495,96942.0047458,84920.6568195,82866.2897405,105948.892057,75142.9234553,49504.3880693,49,22.901024341583252,145.1268655,-37.6237043333,170.8,145.126753333,-37.6238081667,169.6,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.85114,258609.057901,-104377.399217,258617.455794,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.880914,258611.438042,-104384.846277,258612.125647,96938.689764,84921.8127779,82866.922468,105948.941471,75142.5563402,49502.0163975,49,23.011614322662354,145.126838167,-37.6237055,172.6,145.126941667,-37.6237728333,160.4,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104377.142085,258619.570951,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104387.044032,258610.419097,96938.6972243,84921.8099529,82868.9115086,105944.515653,75143.4262081,49502.6447881,49,21.78832745552063,145.126854667,-37.6237038333,172.1,145.126966333,-37.6237701667,158.7,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104373.559128,258614.567829,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104381.052165,258614.27855,96941.2331293,84920.9239886,82862.1253126,105941.353919,75137.9163495,49498.4705538,49,22.21065855026245,145.126854667,-37.6237038333,172.1,145.126905167,-37.6237383333,165.6,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104368.580885,258613.784101,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104380.830897,258610.783005,96937.9592124,84922.0604068,82863.454859,105944.262683,75146.1790565,49503.0506079,49,21.71003007888794,145.126854667,-37.6237038333,172.1,145.1268955,-37.623694,163.5,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104369.098179,258614.410909,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104380.801386,258609.09905,96943.5815796,84920.1017774,82864.3053711,105941.307858,75137.262509,49501.1504315,49,21.773723125457764,145.126854667,-37.6237038333,172.1,145.126905667,-37.6236993333,157.3,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104368.917777,258614.414137,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104378.225246,258609.964379,96941.7969635,84920.7259591,82860.3831544,105941.400316,75143.6593368,49502.3212676,49,21.58713960647583,145.126854667,-37.6237038333,172.1,145.1269055,-37.6236976667,157.6,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104370.950601,258613.115145,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104374.56635,258610.180203,96938.5328338,84921.8616315,82859.8729596,105940.431842,75139.7025951,49498.4482126,49,21.76382040977478,145.126854667,-37.6237038333,172.1,145.1268915,-37.6237163333,157.6,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104374.895811,258612.469648,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104369.625681,258619.892166,96940.4182568,84921.2111519,82871.9255976,105948.616867,75144.216263,49505.169733,49,21.86369824409485,145.126854667,-37.6237038333,172.1,145.126886,-37.6237521667,156.7,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-104369.702586,258610.498171,-104372.856652,258604.393185,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-104369.702586,258610.498171,-104376.786482,258604.692479,96940.3694724,84921.2298499,82865.21873,105944.730702,75140.1336263,49499.4213337,49,18.30640697479248,145.126854667,-37.6237038333,172.1,145.126790833,-37.6237351667,163.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
