system_id,m_epoch,r_acc_x,r_acc_y,r_acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,q_w,q_i,q_j,q_k,roll,pitch,yaw
1,1626619830834,2.49194,-0.0460829,9.5286,0.00591576,-0.000499189,0.00293255,-0.945046,0.227697,0.0522783,0.619865,-0.100614,-0.0773986,-0.774373,-0.287925,-14.5828,-102.61
1,1626619831035,2.50515,-0.0880527,9.51852,0.0079602,0.0143185,-0.00516474,-0.948611,0.138157,0.0834034,0.61973,-0.100384,-0.0770311,-0.774547,-0.301502,-14.5356,-102.634
1,1626619831235,2.47723,-0.055651,9.49673,0.00479519,-0.00876635,-0.00115931,-0.937745,0.21992,0.0480208,0.619559,-0.100485,-0.0771559,-0.774659,-0.294427,-14.5538,-102.658
1,1626619831436,2.46574,-0.0854419,9.49738,-0.00147521,0.00162423,-0.00879765,-0.939205,0.252676,0.0136965,0.619515,-0.100366,-0.0769839,-0.774727,-0.300264,-14.5306,-102.666
1,1626619831637,2.49573,-0.0932129,9.47749,0.0121579,0.00872165,0.00368506,-0.969327,0.238533,-0.0799726,0.619351,-0.100269,-0.0771854,-0.77485,-0.271654,-14.5365,-102.694
1,1626619831838,2.49109,-0.0528393,9.52479,0.00521839,-8.64267e-05,-0.0116646,-0.959492,0.24082,-0.0324259,0.619085,-0.100318,-0.0770708,-0.775068,-0.280604,-14.5327,-102.732
1,1626619832038,2.50185,-0.0997545,9.53977,0.00704676,0.00656694,0.0078395,-0.938628,0.24177,-0.00592754,0.618917,-0.100231,-0.0770639,-0.775214,-0.271544,-14.5245,-102.759
1,1626619832239,2.49202,-0.095725,9.47792,0.00408143,-0.00276715,-0.0064835,-0.949995,0.259093,-0.00936597,0.61886,-0.100198,-0.076921,-0.775278,-0.280942,-14.5112,-102.768
1,1626619832439,2.46901,-0.0623421,9.47025,-0.00379235,0.00101775,0.000202656,-0.953174,0.246939,-0.00727024,0.61864,-0.100066,-0.0768718,-0.775476,-0.271373,-14.4958,-102.803
1,1626619832640,2.50239,-0.0899732,9.52233,0.00505,-0.000758469,-0.00459999,-0.960551,0.244463,-0.0104289,0.618514,-0.100059,-0.0766053,-0.775603,-0.292616,-14.476,-102.821
1,1626619832840,2.50395,-0.106687,9.51237,0.014624,0.00167042,-0.00147522,-0.945915,0.24695,-0.00413445,0.618395,-0.100179,-0.0766479,-0.775678,-0.295432,-14.49,-102.837
1,1626619833041,2.47564,-0.0635306,9.49876,0.0233978,0.00698269,-0.00300407,-0.945901,0.244354,-0.00659889,0.618237,-0.100199,-0.0766142,-0.775806,-0.296945,-14.4894,-102.86
1,1626619833241,2.48637,-0.0759049,9.49028,0.0225857,0.0120506,-0.00994504,-0.938511,0.244235,-0.00590466,0.618042,-0.10038,-0.0766767,-0.77593,-0.301048,-14.5103,-102.886
1,1626619833442,2.49527,-0.101533,9.50741,0.00347644,0.00543296,0.00701547,-0.950828,0.244434,-0.00706171,0.617941,-0.100426,-0.076548,-0.776018,-0.314242,-14.5053,-102.9
1,1626619833642,2.51298,-0.0851205,9.48435,0.000564754,0.0210315,0.00293404,-0.948117,0.246728,-0.00924897,0.617748,-0.100243,-0.0765186,-0.776198,-0.299629,-14.4867,-102.932
1,1626619833842,2.49288,-0.0856513,9.49471,0.000350177,0.00704229,-0.0226677,-0.935827,0.25172,-0.00316304,0.61767,-0.100116,-0.0765653,-0.776272,-0.284366,-14.4786,-102.946
1,1626619834043,2.48239,-0.0815533,9.48876,-0.000670552,-0.0209928,0.0141248,-0.935304,0.251197,-0.0129293,0.616864,-0.100238,-0.0767295,-0.77688,-0.263224,-14.5018,-103.065
1,1626619834243,2.43451,-0.0781664,9.20387,-0.0121579,-0.0303403,-0.00958443,-0.945419,0.251618,-0.0089718,0.615577,-0.100484,-0.0766525,-0.777877,-0.263912,-14.5189,-103.253
1,1626619834444,2.44907,-0.0529931,9.43341,0.00349581,0.0212744,-0.034456,-0.932841,0.251157,-0.0126979,0.615271,-0.100427,-0.0766122,-0.77813,-0.257544,-14.511,-103.3
1,1626619834644,2.50592,-0.0953237,9.48337,-0.00295639,-0.00026226,-0.00295341,-0.943424,0.241719,-0.00883193,0.614996,-0.10054,-0.0766125,-0.778333,-0.260658,-14.5213,-103.339
1,1626619834844,2.49388,-0.0933473,9.50297,0.0115231,-7.00355e-05,-0.0105053,-0.940609,0.249073,-0.00853187,0.614839,-0.100423,-0.0766678,-0.778466,-0.243892,-14.5147,-103.365
1,1626619835045,2.50079,-0.0694328,9.49808,-0.00595152,0.0134766,-0.017935,-0.935565,0.251458,-0.00804617,0.614504,-0.100631,-0.0767748,-0.778694,-0.243146,-14.5413,-103.412
1,1626619835245,2.50015,-0.0702369,9.49462,0.00135154,-0.0154361,-0.0255764,-0.94469,0.261216,-0.0137634,0.613976,-0.10045,-0.0765737,-0.779153,-0.238062,-14.5107,-103.493
1,1626619835446,2.48688,-0.119286,9.49203,0.0067696,-0.00541806,-0.00498593,-0.942812,0.248852,-0.0136464,0.613484,-0.100853,-0.0767213,-0.779474,-0.244962,-14.5579,-103.56
1,1626619835646,2.54454,-0.0997464,9.47593,-0.00476986,-0.0234112,-0.0105768,-0.938524,0.24683,-0.00344022,0.613251,-0.102042,-0.077381,-0.779438,-0.268164,-14.713,-103.575
1,1626619835846,2.48528,-0.14651,9.47163,0.0160098,0.0237122,0.0459924,-0.940637,0.254265,-0.00360297,0.613976,-0.102561,-0.0779672,-0.77874,-0.267165,-14.8019,-103.459
1,1626619836047,2.52979,-0.0848969,9.46369,0.00572503,-0.00917763,0.00759959,-0.935462,0.256519,-0.00555883,0.614946,-0.102346,-0.0781048,-0.777989,-0.257485,-14.7918,-103.319
1,1626619836247,2.53722,-0.0876716,9.41222,-0.0137791,0.000223517,0.00231564,-0.948041,0.256981,-0.00183275,0.616462,-0.101436,-0.0779288,-0.776925,-0.235332,-14.6964,-103.108
1,1626619836448,2.51841,-0.0849123,9.4887,0.00972003,0.0055939,-0.0107914,-0.927851,0.263925,-0.00235439,0.616216,-0.100953,-0.0776068,-0.777216,-0.224047,-14.6296,-103.153
1,1626619836648,2.50832,-0.089961,9.54318,0.0170738,0.0228986,-0.0120744,-0.930783,0.254105,-0.00267734,0.616188,-0.100339,-0.0769971,-0.777377,-0.233412,-14.5303,-103.166
1,1626619836849,2.48268,-0.0759644,9.45121,0.0137717,0.0137359,0.00892729,-0.942722,0.256508,-0.00869463,0.616072,-0.0997935,-0.076618,-0.777577,-0.225252,-14.4538,-103.192
1,1626619837049,2.52612,-0.0966551,9.41894,-0.00393689,0.00128895,-0.0259787,-0.942929,0.246387,-0.0136693,0.613703,-0.100577,-0.0767811,-0.779332,-0.223313,-14.5371,-103.533
1,1626619837249,2.49752,-0.0770078,9.49134,-0.00347793,0.00974536,0.00374764,-0.938263,0.246569,-0.00832334,0.612202,-0.101171,-0.0767986,-0.780433,-0.236908,-14.5927,-103.746
1,1626619837450,2.50932,-0.063659,9.49223,-0.00582039,-0.0154138,2.5332e-05,-0.945185,0.256548,-0.00892603,0.611852,-0.101297,-0.0767379,-0.780696,-0.245115,-14.6,-103.795
1,1626619837650,2.51172,-0.0923111,9.50843,0.010632,-0.00955015,-0.00698567,-0.955363,0.244122,-0.0148492,0.611787,-0.101294,-0.0767177,-0.78075,-0.245472,-14.5983,-103.805
1,1626619837851,2.51291,-0.111974,9.47921,-0.0181705,0.00337213,-0.0275776,-0.94319,0.246648,-0.00878616,0.611619,-0.101194,-0.0765679,-0.780909,-0.248612,-14.5786,-103.831
1,1626619838051,2.49199,-0.045397,9.50068,0.0183314,0.0026226,-0.0101417,-0.945378,0.243831,-0.0163651,0.611443,-0.101224,-0.0766804,-0.781032,-0.237185,-14.5894,-103.857
1,1626619838251,2.52463,-0.0836799,9.5008,-0.00260621,0.00494123,0.00355542,-0.950175,0.24378,-0.0192695,0.611306,-0.101237,-0.0767202,-0.781134,-0.231863,-14.5934,-103.878
1,1626619838452,2.51685,-0.0997005,9.51341,-0.0035271,0.0155374,-9.53674e-05,-0.949968,0.253901,-0.0142949,0.61108,-0.101325,-0.0766412,-0.781307,-0.241218,-14.5958,-103.909
1,1626619838652,2.51835,-0.0726156,9.48088,-0.008367,0.00880063,-0.0155136,-0.945874,0.239163,-0.0115278,0.610863,-0.101359,-0.0765543,-0.781481,-0.247591,-14.5929,-103.941
1,1626619838853,2.5006,-0.0861543,9.47842,-0.00836104,0.00599921,-0.0113964,-0.945599,0.236305,-0.0188754,0.610638,-0.101484,-0.0765605,-0.781639,-0.251892,-14.6047,-103.972
1,1626619839053,2.5044,-0.0554833,9.49068,-0.00429452,-0.00526458,-0.00147223,-0.94809,0.241537,-0.0141779,0.61054,-0.10141,-0.0763832,-0.781744,-0.260831,-14.5854,-103.987
1,1626619839253,2.50329,-0.0547674,9.48155,0.0124633,0.00328273,-0.0266537,-0.950319,0.246507,-0.0143635,0.610352,-0.10137,-0.0764791,-0.781886,-0.24555,-14.5887,-104.016
1,1626619839454,2.4882,-0.0746002,9.50765,0.0122458,0.0137389,-0.00797361,-0.940713,0.244013,-0.0110192,0.610281,-0.10158,-0.0766211,-0.7819,-0.246589,-14.6179,-104.024
1,1626619839654,2.49921,-0.0724945,9.47983,0.0096038,0.0264034,-0.00787228,-0.940479,0.248942,-0.0109734,0.61008,-0.101471,-0.0764901,-0.782084,-0.246761,-14.5987,-104.055
1,1626619839854,2.49897,-0.0507624,9.49881,0.000871718,0.00301152,0.0123918,-0.953134,0.239152,-0.0146636,0.610079,-0.101512,-0.0765126,-0.782077,-0.247679,-14.6041,-104.054
1,1626619840055,2.52521,-0.0927217,9.47967,0.00420362,0.00490695,-0.00959486,-0.943438,0.244314,-0.00636748,0.609978,-0.101459,-0.0764952,-0.782165,-0.243453,-14.598,-104.07
1,1626619840255,2.51645,-0.0807066,9.50068,0.00541061,0.00763237,0.000829995,-0.94641,0.242282,0.000702918,0.609953,-0.101395,-0.0764129,-0.7822,-0.245847,-14.5864,-104.075
1,1626619840456,2.50123,-0.0865752,9.50535,0.0160933,-0.017859,-0.00184029,-0.95058,0.246768,-0.00948039,0.609708,-0.101466,-0.0765144,-0.782372,-0.237062,-14.6001,-104.111
1,1626619840656,2.50597,-0.0720918,9.45473,-0.00228286,0.00384152,-0.0295401,-0.940947,0.239083,-0.011065,0.609407,-0.101583,-0.0764278,-0.7826,-0.247874,-14.6047,-104.153
1,1626619840856,2.48227,-0.0684489,9.52346,0.00638068,0.0138655,-0.0150666,-0.950828,0.244434,-0.00706171,0.609018,-0.101505,-0.0763388,-0.782921,-0.242906,-14.5914,-104.212
1,1626619841057,2.51811,-0.0827232,9.49151,0.00227541,-0.0136465,-0.00217259,-0.950463,0.249233,-0.00945751,0.608929,-0.101693,-0.0764571,-0.782954,-0.24412,-14.617,-104.222
1,1626619841257,2.49337,-0.0702453,9.47579,0.00701398,-0.000675023,-0.0113979,-0.943321,0.246779,-0.00634459,0.608769,-0.101693,-0.0763741,-0.783087,-0.248649,-14.6111,-104.245
1,1626619841458,2.50895,-0.0904234,9.50415,0.00324547,0.0259623,0.00804961,-0.950711,0.246899,-0.00703882,0.608829,-0.101767,-0.076218,-0.783046,-0.269575,-14.6068,-104.234
1,1626619841658,2.51737,-0.0722032,9.50014,-0.00279546,-0.000660121,-0.0051707,-0.948234,0.244263,-0.00927186,0.608609,-0.101721,-0.0762297,-0.783222,-0.260934,-14.6035,-104.268
1,1626619841858,2.49763,-0.0839711,9.50102,-7.74861e-05,0.00159442,0.0178471,-0.940843,0.244144,-0.00857764,0.608479,-0.101719,-0.0763101,-0.783316,-0.250902,-14.609,-104.288
1,1626619842059,2.51766,-0.095785,9.47959,-0.0146672,0.000236928,-0.0106677,-0.945798,0.249415,-0.00411156,0.608505,-0.101796,-0.0765277,-0.783265,-0.237103,-14.6315,-104.284
1,1626619842259,2.49418,-0.0766023,9.49274,0.00834167,0.0117078,0.0104576,-0.940713,0.244013,-0.0110192,0.608454,-0.101768,-0.0765889,-0.783302,-0.228452,-14.6333,-104.292
1,1626619842459,2.48874,-0.100541,9.47695,0.00190884,-0.00951141,-0.00513345,-0.947725,0.246336,-0.0165737,0.608325,-0.101812,-0.076702,-0.783385,-0.218828,-14.6453,-104.311
1,1626619842660,2.49799,-0.0743565,9.50241,-0.0135779,-0.000824034,-0.011608,-0.945874,0.239163,-0.0115278,0.608196,-0.101694,-0.0766313,-0.783507,-0.214198,-14.6296,-104.332
1,1626619842860,2.51391,-0.0859509,9.50363,0.00258684,0.00990182,-0.0156745,-0.953291,0.244474,-0.00729312,0.608072,-0.101721,-0.0765785,-0.783605,-0.218698,-14.6284,-104.349
1,1626619843061,2.52888,-0.0900176,9.50333,-0.00485629,0.0205353,-0.000852346,-0.945536,0.249153,-0.00899468,0.608062,-0.101643,-0.0766149,-0.783619,-0.209395,-14.6238,-104.353
1,1626619843261,2.49127,-0.0402864,9.49236,-0.00783354,-0.0137478,-0.00119507,-0.950099,0.254032,-0.0118533,0.608053,-0.101787,-0.0765809,-0.783611,-0.222912,-14.6346,-104.351
1,1626619843461,2.46967,-0.0444609,9.48123,0.00673234,0.0177979,-0.0163436,-0.949968,0.253901,-0.0142949,0.608025,-0.10183,-0.0765315,-0.783632,-0.23009,-14.635,-104.354
1,1626619843662,2.52579,-0.101478,9.51488,0.00326782,0.00148267,0.00681728,-0.945874,0.239163,-0.0115278,0.607851,-0.10181,-0.0767361,-0.78375,-0.206474,-14.6477,-104.381
1,1626619843862,2.51016,-0.0823941,9.51124,-0.00282526,-0.00591725,-0.0178829,-0.943383,0.233931,-0.0162253,0.607699,-0.101847,-0.0764066,-0.783895,-0.236552,-14.6278,-104.402
1,1626619844063,2.50316,-0.0838609,9.53195,0.00850856,0.00684559,0.0062272,-0.939997,0.256206,-0.0133463,0.607614,-0.101922,-0.0764921,-0.783943,-0.232583,-14.6407,-104.413
1,1626619844263,2.5128,-0.0821723,9.50651,0.0153705,0.0214055,0.00332743,-0.945117,0.243569,-0.0212483,0.607515,-0.102059,-0.0764395,-0.784006,-0.245536,-14.6495,-104.425
1,1626619844463,2.49882,-0.0572888,9.49361,0.0062272,0.0120044,-0.0178844,-0.940231,0.251276,-0.0133921,0.607444,-0.102051,-0.0765794,-0.784049,-0.230753,-14.6587,-104.437
1,1626619844664,2.50309,-0.0645759,9.50324,0.00767708,-0.0212833,0.00156909,-0.940217,0.248681,-0.0158566,0.607356,-0.102317,-0.0768209,-0.784059,-0.226333,-14.7001,-104.446
1,1626619844864,2.50914,-0.0823588,9.49968,-0.00351071,0.00708252,0.00429303,-0.950539,0.238981,-0.0168737,0.607406,-0.102224,-0.07684,-0.78403,-0.218773,-14.693,-104.44
1,1626619845065,2.50177,-0.0646632,9.49851,0.00453591,0.00323504,0.0102535,-0.952693,0.254203,-0.00964314,0.60755,-0.102014,-0.0768389,-0.783947,-0.206195,-14.6737,-104.423
1,1626619845265,2.47398,-0.0744793,9.52478,0.0020951,-0.0158221,-0.00875443,-0.94074,0.249204,-0.00609031,0.607489,-0.101974,-0.0769994,-0.783983,-0.187355,-14.6814,-104.434
1,1626619845466,2.52203,-0.0744122,9.53539,-0.00340492,-0.011538,-0.00125319,-0.95045,0.246637,-0.0119219,0.607439,-0.102101,-0.0769981,-0.784005,-0.195827,-14.6929,-104.439
1,1626619845666,2.50232,-0.0913968,9.47986,-0.00363439,-0.0157237,-0.0167787,-0.947621,0.251396,-0.0140863,0.607218,-0.101974,-0.07705,-0.784188,-0.177547,-14.6851,-104.474
1,1626619845866,2.5423,-0.0810108,9.48062,0.00511408,-0.0100151,-0.0321746,-0.933088,0.248823,-0.0102792,0.60712,-0.102039,-0.0772946,-0.784232,-0.157928,-14.7083,-104.489
1,1626619846067,2.49773,-0.0587215,9.4898,0.0130817,0.0129998,0.00468344,-0.952769,0.243951,-0.0170594,0.606851,-0.10205,-0.0772706,-0.784441,-0.155813,-14.7077,-104.528
1,1626619846268,2.488,-0.0648108,9.50795,-0.0105888,-0.0185385,-0.0227883,-0.94568,0.25188,-0.00408868,0.606706,-0.101934,-0.0771654,-0.784578,-0.154234,-14.6897,-104.551
1,1626619846469,2.49259,-0.0381034,9.49767,0.013724,-0.00953078,-0.00253171,-0.940465,0.246347,-0.0134379,0.606832,-0.102108,-0.077139,-0.784461,-0.171793,-14.7037,-104.529
1,1626619846669,2.47814,-0.0763313,9.51237,0.00680238,0.000844896,0.00617206,-0.94491,0.25369,-0.0162736,0.606828,-0.102041,-0.0772766,-0.784459,-0.154147,-14.7073,-104.532
1,1626619846870,2.50116,-0.074533,9.48262,0.00281483,-0.0132248,-0.0212044,-0.945406,0.249022,-0.0114362,0.60698,-0.101855,-0.0772589,-0.784368,-0.145094,-14.6891,-104.513
1,1626619847070,2.50883,-0.0815083,9.50059,-0.00208467,-0.0120044,0.00904948,-0.948468,0.239334,-0.00931763,0.607037,-0.101857,-0.0774071,-0.784308,-0.132661,-14.6997,-104.505
1,1626619847271,2.51372,-0.0702113,9.48414,-0.00149757,-0.00998229,-0.0194103,-0.945172,0.253952,-0.0113905,0.607099,-0.102125,-0.0773251,-0.784234,-0.160992,-14.7183,-104.49
1,1626619847471,2.52921,-0.0880735,9.4907,-0.00796914,-0.00387728,-0.00135154,-0.95462,0.251124,-0.0221053,0.607143,-0.102258,-0.0772261,-0.784192,-0.180704,-14.7235,-104.481
1,1626619847671,2.489,-0.0808848,9.49511,0.0104323,-0.00707209,-0.00214875,-0.945392,0.246427,-0.0139007,0.607391,-0.102372,-0.0771263,-0.783994,-0.202996,-14.7268,-104.441
1,1626619847872,2.49222,-0.0713635,9.49173,-0.012818,0.00398606,-0.0069052,-0.953395,0.239414,-0.00978045,0.607428,-0.102361,-0.0768998,-0.78399,-0.22373,-14.7097,-104.435
1,1626619848072,2.51313,-0.0854297,9.47853,0.0123337,0.00814646,-0.0182539,-0.94096,0.241679,-0.00860052,0.607455,-0.102716,-0.0769594,-0.783917,-0.244739,-14.7463,-104.424
1,1626619848273,2.52804,-0.107143,9.51742,0.00492036,0.00705123,-0.0194907,-0.950436,0.244042,-0.0143864,0.60741,-0.102779,-0.0769075,-0.783948,-0.253319,-14.7485,-104.43
1,1626619848473,2.48902,-0.0805603,9.48837,-0.00257194,-0.00984669,-0.00905842,-0.953147,0.241748,-0.0121991,0.60766,-0.102649,-0.0768671,-0.783776,-0.252245,-14.7336,-104.395
1,1626619848673,2.52766,-0.0950663,9.50811,0.0152916,-0.000524521,-0.0156015,-0.95281,0.251738,-0.00966603,0.607666,-0.102863,-0.0770883,-0.783721,-0.247756,-14.7688,-104.391
1,1626619848874,2.46454,-0.0572376,9.49234,-0.00549257,0.00280738,0.00194311,-0.94564,0.244093,-0.011482,0.607676,-0.102863,-0.0772153,-0.783701,-0.23629,-14.7778,-104.39
1,1626619849074,2.50963,-0.07473,9.49527,-0.00878424,0.00139922,-0.0174463,-0.947491,0.251265,-0.0165279,0.607735,-0.102872,-0.0771976,-0.783655,-0.239728,-14.7774,-104.381
1,1626619849275,2.50171,-0.0576849,9.5105,-0.00628531,0.00579804,0.00462681,-0.947635,0.253992,-0.0116219,0.607972,-0.102908,-0.0772331,-0.783463,-0.243661,-14.7831,-104.345
1,1626619849475,2.48199,-0.0660284,9.48968,0.00334084,0.00725091,-0.0143856,-0.948337,0.239203,-0.0117592,0.608188,-0.103064,-0.0770913,-0.783289,-0.272312,-14.7872,-104.309
1,1626619849675,2.48873,-0.0416726,9.48853,0.00549853,-0.00589937,0.00516176,-0.94019,0.243489,-0.0207855,0.608249,-0.103013,-0.0771721,-0.783241,-0.262302,-14.7882,-104.302
1,1626619849876,2.52432,-0.0906557,9.49648,-0.012736,-0.00871569,0.0224531,-0.933219,0.248953,-0.00783764,0.608458,-0.103082,-0.0769924,-0.783087,-0.287923,-14.7818,-104.268
1,1626619850076,2.49073,-0.0570143,9.52528,-0.0254765,-0.0158504,-0.0185519,-0.942812,0.248852,-0.0136464,0.608692,-0.103276,-0.0770436,-0.782875,-0.301953,-14.803,-104.23
1,1626619850277,2.52365,-0.0829198,9.49114,-0.0208005,0.00995249,0.000786781,-0.945743,0.239032,-0.0139693,0.608697,-0.103325,-0.0770862,-0.78286,-0.301795,-14.8105,-104.229
1,1626619850477,2.51914,-0.0858469,9.49394,0.0235528,-0.0106528,0.00900179,-0.950567,0.244173,-0.0119448,0.608959,-0.103404,-0.0770921,-0.782645,-0.312089,-14.818,-104.188
1,1626619850678,2.52954,-0.0909488,9.50377,0.00063777,-0.00105798,0.00680983,-0.947828,0.241275,-0.019061,0.60909,-0.10328,-0.0771298,-0.782556,-0.30207,-14.8093,-104.171
1,1626619850878,2.50759,-0.122909,9.50191,0.0154957,-0.0123367,-0.00332743,-0.935772,0.241337,-0.0130208,0.609194,-0.10334,-0.0771227,-0.782468,-0.309163,-14.8143,-104.154
1,1626619851079,2.48676,-0.0683296,9.50469,-0.0167474,0.00255406,0.0134647,-0.945144,0.248761,-0.0163194,0.609406,-0.103255,-0.0769446,-0.782332,-0.323288,-14.7937,-104.124
1,1626619851279,2.51174,-0.079738,9.4847,0.00818074,-0.00188947,-0.00439882,-0.954971,0.243729,-0.0221739,0.609553,-0.103426,-0.077066,-0.782182,-0.327631,-14.8179,-104.099
1,1626619851480,2.49839,-0.0751387,9.50051,0.0109896,0.0120699,-0.00575185,-0.945172,0.253952,-0.0113905,0.609601,-0.103445,-0.077277,-0.782122,-0.310626,-14.8346,-104.092
1,1626619851680,2.49892,-0.0839571,9.52418,0.00239015,0.00337213,-0.00361353,-0.940438,0.241155,-0.0183668,0.609689,-0.103391,-0.0772085,-0.782067,-0.31461,-14.8248,-104.08
1,1626619851880,2.50229,-0.0788899,9.4948,-0.00462681,0.0121623,-0.0237152,-0.957709,0.246626,-0.0150577,0.609641,-0.103327,-0.0771863,-0.782115,-0.31105,-14.8174,-104.088
1,1626619852081,2.50151,-0.0790053,9.49907,0.00943542,-0.0109598,0.0128567,-0.947581,0.243609,-0.0214797,0.609761,-0.103265,-0.0772147,-0.782027,-0.306124,-14.8137,-104.072
1,1626619852281,2.49414,-0.0830772,9.51449,-0.000450015,0.0131577,0.0021413,-0.949941,0.24871,-0.0192238,0.609973,-0.103205,-0.0771293,-0.781878,-0.313693,-14.8021,-104.041
1,1626619852482,2.51339,-0.0872844,9.50174,0.0175953,0.0142217,-0.00472516,-0.947855,0.246467,-0.0141321,0.609984,-0.103112,-0.0771503,-0.781879,-0.305161,-14.7951,-104.041
1,1626619852682,2.5238,-0.0849565,9.47043,0.0060916,0.00851005,-0.0032723,-0.940321,0.24362,-0.0183439,0.61009,-0.103003,-0.077181,-0.781808,-0.29633,-14.7873,-104.028
1,1626619852882,2.51254,-0.0832638,9.51657,0.00300407,-0.00402778,-0.0186652,-0.940933,0.236487,-0.0135294,0.610078,-0.103009,-0.0770361,-0.781831,-0.309819,-14.7776,-104.029
1,1626619853083,2.49092,-0.0485836,9.50409,-0.0109658,0.00592768,-0.00932664,-0.96232,0.236062,-0.0302615,0.610068,-0.102857,-0.077023,-0.78186,-0.299671,-14.7628,-104.033
1,1626619853283,2.54241,-0.0973308,9.46583,0.00610054,0.00522435,0.00244975,-0.954737,0.248659,-0.0221281,0.610086,-0.102834,-0.0772017,-0.781831,-0.281924,-14.7734,-104.031
1,1626619853484,2.48346,-0.0662627,9.50654,-0.00211746,0.00228882,-0.00423491,-0.947581,0.243609,-0.0214797,0.610062,-0.102831,-0.0773075,-0.78184,-0.271546,-14.7807,-104.036
1,1626619853684,2.50406,-0.079475,9.4981,-0.000715256,-0.0102654,0.017935,-0.944973,0.240842,-0.0261543,0.610255,-0.10281,-0.0773204,-0.781691,-0.272563,-14.7796,-104.007
1,1626619853885,2.50181,-0.0866024,9.5074,-0.000181794,0.0146955,-0.00977516,-0.955232,0.243991,-0.0172908,0.61038,-0.102801,-0.0774993,-0.781576,-0.257906,-14.7915,-103.99
1,1626619854085,2.49369,-0.0641961,9.48395,-0.00645816,0.0015527,-0.0175685,-0.95003,0.241053,-0.0241755,0.610567,-0.102838,-0.0775018,-0.781425,-0.264038,-14.795,-103.961
1,1626619854285,2.49843,-0.0692055,9.52355,-0.00427067,-0.00166893,0.00734329,-0.949198,0.255712,-0.0264798,0.610565,-0.103037,-0.0774893,-0.781402,-0.279771,-14.8121,-103.957
1,1626619854486,2.49148,-0.0585451,9.52584,0.00972003,0.00304431,0.0201672,-0.95729,0.241042,-0.0273113,0.610681,-0.102959,-0.0774987,-0.78132,-0.275455,-14.8057,-103.942
1,1626619854686,2.49706,-0.0688379,9.50089,0.00954717,-1.49012e-05,0.00489801,-0.942901,0.241195,-0.0185982,0.611117,-0.102794,-0.0775713,-0.780995,-0.265063,-14.7957,-103.88
1,1626619854887,2.53008,-0.0763111,9.47472,0.00375658,0.00543892,-0.00489503,-0.952156,0.251084,-0.0218738,0.612425,-0.102698,-0.0778268,-0.779956,-0.259948,-14.8047,-103.688
1,1626619855087,2.51419,-0.0981362,9.50464,0.00528991,-0.00317395,0.0110164,-0.952494,0.241093,-0.0244069,0.613665,-0.10279,-0.0780751,-0.778944,-0.268192,-14.8304,-103.502
1,1626619855288,2.51141,-0.0868377,9.50893,-0.0120863,0.0112623,-0.0106871,-0.946941,0.24555,-0.031223,0.614796,-0.102726,-0.0781592,-0.778051,-0.277793,-14.8302,-103.334
1,1626619855488,2.51102,-0.0837807,9.50213,-5.81145e-05,0.00801534,0.00268817,-0.950436,0.244042,-0.0143864,0.616089,-0.102683,-0.0784249,-0.777007,-0.275632,-14.845,-103.142
1,1626619855688,2.49113,-0.0678402,9.52059,0.0169814,-0.00211596,-0.0071764,-0.947581,0.243609,-0.0214797,0.617185,-0.102549,-0.0787113,-0.776126,-0.261027,-14.853,-102.982
1,1626619855889,2.51958,-0.0779852,9.49834,-1.3411e-05,0.00987649,0.00255406,-0.939722,0.253349,-0.0206939,0.618435,-0.102521,-0.0785876,-0.775146,-0.294668,-14.8411,-102.794
1,1626619856089,2.49646,-0.0595405,9.53116,-0.0117168,-0.0115484,-0.0177622,-0.940114,0.253741,-0.0133692,0.619546,-0.102401,-0.0786446,-0.774269,-0.302313,-14.834,-102.629
1,1626619856290,2.51893,-0.0938044,9.50274,0.00571012,0.00456572,0.00238419,-0.935408,0.246136,-0.0154166,0.620729,-0.10236,-0.0789023,-0.7733,-0.299072,-14.8485,-102.453
1,1626619856490,2.50052,-0.0866462,9.50829,0.00707805,0.00732094,-0.00757575,-0.943541,0.239254,-0.00885481,0.621683,-0.102288,-0.0790358,-0.772529,-0.300296,-14.8513,-102.311
1,1626619856690,2.49368,-0.0774745,9.47494,0.00437945,0.020127,-0.0167534,-0.94328,0.238992,-0.0137379,0.624081,-0.101953,-0.0793688,-0.770603,-0.292196,-14.8444,-101.957
1,1626619856891,2.49326,-0.0796056,9.50383,0.0017345,-0.0100285,-0.00715256,-0.954647,0.256315,-0.0171764,0.62373,-0.10177,-0.0792672,-0.770922,-0.280708,-14.8207,-102.013
1,1626619857091,2.49817,-0.0756687,9.49081,0.00102073,-0.00523329,-0.00938773,-0.938119,0.243842,-0.0132293,0.624757,-0.101749,-0.0794426,-0.770074,-0.283507,-14.8313,-101.859
1,1626619857292,2.50868,-0.11481,9.52118,0.0204623,0.00671446,-0.0260815,-0.950188,0.246376,-0.0168051,0.62541,-0.10171,-0.0794912,-0.769544,-0.289091,-14.8311,-101.761
1,1626619857492,2.53287,-0.0859325,9.49076,0.0117794,0.0127971,0.00185072,-0.935304,0.251197,-0.0129293,0.626578,-0.101569,-0.0797445,-0.768586,-0.278632,-14.8365,-101.588
1,1626619857693,2.47093,-0.0752378,9.4911,0.00338852,0.00704527,-0.00260323,-0.947477,0.24867,-0.0189923,0.627384,-0.101559,-0.0795665,-0.767948,-0.309831,-14.8223,-101.465
