system_id,m_epoch,r_acc_x,r_acc_y,r_acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,q_w,q_i,q_j,q_k,roll,pitch,yaw
1,1626620340629,2.46488,-0.0744965,9.50492,0.00526011,0.00167787,-0.00444353,-1.13028,-0.0286644,-0.307773,0.0428951,-0.12657,-0.000663352,-0.99103,-0.564891,-14.5323,-174.971
1,1626620340830,2.46487,-0.0561924,9.4903,0.00637025,-0.0036642,0.00761897,-1.12312,-0.0311222,-0.304656,0.0438114,-0.126639,-0.00079868,-0.990981,-0.563127,-14.5404,-174.865
1,1626620341030,2.48345,-0.0738801,9.50551,0.0110179,-0.00291616,0.0076279,-1.13546,-0.0309221,-0.305815,0.0464713,-0.126461,-0.00128263,-0.990882,-0.545222,-14.5211,-174.56
1,1626620341231,2.45871,-0.0594389,9.48785,0.012143,-0.0091657,0.00146478,-1.13016,-0.0261956,-0.30775,0.0495153,-0.126401,-0.00149578,-0.990742,-0.565437,-14.5135,-174.206
1,1626620341431,2.46859,-0.0620065,9.50873,-0.00117123,0.00314564,-0.0257865,-1.12547,-0.0286134,-0.304865,0.0498936,-0.126537,-0.0014633,-0.990705,-0.575756,-14.5288,-174.16
1,1626620341632,2.46918,-0.066478,9.50538,-0.0150785,-0.00298768,-0.0125095,-1.13708,-0.0188001,-0.310822,0.0525536,-0.126419,-0.00164855,-0.990582,-0.59313,-14.5148,-173.851
1,1626620341832,2.46434,-0.059118,9.51538,0.00251085,-0.0147313,-0.0141576,-1.13447,-0.0215711,-0.315503,0.0531971,-0.126277,-0.00179339,-0.990566,-0.584846,-14.499,-173.778
1,1626620342033,2.4435,-0.0647258,9.52104,-0.00606924,-0.00528544,-0.00492781,-1.13051,-0.033602,-0.307819,0.0545425,-0.126201,-0.00197082,-0.990502,-0.583654,-14.4905,-173.622
1,1626620342233,2.46547,-0.0688151,9.49811,-0.0026077,-0.0106871,-0.00496954,-1.12508,-0.0290066,-0.3122,0.0558292,-0.126144,-0.00220548,-0.990437,-0.574983,-14.4847,-173.474
1,1626620342433,2.46348,-0.0800295,9.50881,-0.00939667,0.0024125,0.0166938,-1.12534,-0.0287444,-0.30731,0.0583537,-0.126091,-0.00234419,-0.990298,-0.596073,-14.4781,-173.18
1,1626620342634,2.44697,-0.0818837,9.50438,-0.0102699,0.000230968,-0.00402927,-1.12298,-0.0338532,-0.309569,0.0614215,-0.126069,-0.00281239,-0.990114,-0.586875,-14.477,-172.826
1,1626620342834,2.4686,-0.0602967,9.50919,-0.0164762,0.00207722,-0.0131428,-1.1351,-0.0261155,-0.308214,0.0647761,-0.125883,-0.00312888,-0.989923,-0.598428,-14.4558,-172.436
1,1626620343035,2.46155,-0.0620884,9.51342,0.00571907,-0.0154525,-0.00723601,-1.13532,-0.033653,-0.310728,0.0678222,-0.125492,-0.00349556,-0.989768,-0.597664,-14.4119,-172.085
1,1626620343235,2.47132,-0.0629954,9.49375,-0.00556707,-0.00621825,-0.0176519,-1.13991,-0.0235666,-0.308655,0.0707377,-0.125555,-0.00399427,-0.989554,-0.583196,-14.4214,-171.749
1,1626620343435,2.46856,-0.076993,9.5084,0.00230521,0.0167862,0.00722408,-1.13472,-0.0239089,-0.313081,0.0739539,-0.125428,-0.00431689,-0.989333,-0.592171,-14.4076,-171.375
1,1626620343636,2.44333,-0.047251,9.50598,0.0106379,0.0119537,0.0125095,-1.12765,-0.0340353,-0.314923,0.0772045,-0.125297,-0.00480667,-0.989099,-0.581978,-14.3949,-171
1,1626620343836,2.46337,-0.0699379,9.53522,-0.00418723,-0.00755787,-0.0117257,-1.13472,-0.0239089,-0.313081,0.0803124,-0.125349,-0.00534468,-0.988842,-0.56577,-14.404,-170.642
1,1626620344037,2.48285,-0.0872649,9.48161,0.00311732,0.0149399,-0.00959337,-1.13213,-0.0214801,-0.312827,0.0836377,-0.125201,-0.00584909,-0.988583,-0.554756,-14.39,-170.258
1,1626620344237,2.45916,-0.0601351,9.54239,-0.013116,0.00767112,0.00630319,-1.13459,-0.0240399,-0.315526,0.0867121,-0.125394,-0.0061629,-0.988291,-0.565849,-14.4137,-169.9
1,1626620344438,2.46963,-0.0542701,9.48071,-0.00871867,0.011833,-0.0112534,-1.13704,-0.0265998,-0.318226,0.0898886,-0.125221,-0.00651909,-0.988027,-0.569639,-14.3956,-169.531
1,1626620344638,2.45237,-0.0608975,9.51201,-0.0066027,0.0273138,-0.00333488,-1.13239,-0.0212179,-0.307936,0.0930192,-0.125389,-0.00649175,-0.987716,-0.621354,-14.4127,-169.161
1,1626620344838,2.46497,-0.0524389,9.49553,-0.00183135,-0.00755191,-0.00822246,-1.12511,-0.0238068,-0.307264,0.0960125,-0.125192,-0.00712744,-0.98745,-0.58941,-14.3953,-168.818
1,1626620345039,2.4849,-0.0503115,9.53334,0.0111491,0.00431091,-0.0225991,-1.12508,-0.0290066,-0.3122,0.0989819,-0.125087,-0.00747907,-0.987168,-0.591312,-14.3855,-168.474
1,1626620345239,2.45269,-0.0268092,9.51797,-0.00402182,0.0097245,-0.0128448,-1.13239,-0.0212179,-0.307936,0.102204,-0.124904,-0.00794785,-0.986859,-0.582271,-14.3681,-168.101
1,1626620345440,2.45959,-0.0706604,9.50772,0.00790954,0.000490248,-0.0102878,-1.13323,-0.0358997,-0.305629,0.105454,-0.124937,-0.00851063,-0.986508,-0.565378,-14.3768,-167.726
1,1626620345640,2.44222,-0.0535848,9.48476,-0.00548661,-0.00997484,0.00509322,-1.12708,-0.0190913,-0.31234,0.108526,-0.12495,-0.00892172,-0.986169,-0.563355,-14.3817,-167.369
1,1626620345841,2.4523,-0.075983,9.52072,0.00935048,-0.00038147,0.00405312,-1.13805,-0.0333508,-0.306069,0.111372,-0.124873,-0.00932498,-0.985858,-0.557687,-14.3765,-167.039
1,1626620346041,2.44953,-0.0494363,9.51186,-0.0147894,0.0113547,-0.016515,-1.13524,-0.0233846,-0.303301,0.11456,-0.124696,-0.00961988,-0.985512,-0.568337,-14.3582,-166.667
1,1626620346241,2.426,-0.0478429,9.51113,0.00170171,-0.00305623,-0.0162154,-1.13796,-0.0256823,-0.301111,0.11763,-0.124671,-0.0100087,-0.98515,-0.568378,-14.3588,-166.31
1,1626620346442,2.47356,-0.0659209,9.51551,-0.00414252,-0.00339747,-0.0345439,-1.13993,-0.0209668,-0.306187,0.120562,-0.12472,-0.0104175,-0.984785,-0.565152,-14.3684,-165.969
1,1626620346642,2.4657,-0.042245,9.48683,0.013122,0.00623912,-0.00603795,-1.13102,-0.0356776,-0.300507,0.123607,-0.124668,-0.0107783,-0.98441,-0.567751,-14.3659,-165.615
1,1626620346843,2.44445,-0.0362547,9.50296,0.00674576,-0.00497252,-0.0132412,-1.12339,-0.0308601,-0.299766,0.126662,-0.124486,-0.0112306,-0.98404,-0.557862,-14.35,-165.261
1,1626620347043,2.45509,-0.0498516,9.51811,0.00678748,-0.00565499,-0.000186265,-1.13092,-0.0306089,-0.298016,0.129696,-0.124467,-0.0118557,-0.983639,-0.530057,-14.3555,-164.911
1,1626620347244,2.47983,-0.0686992,9.49923,0.0037998,0.00180602,-0.00485331,-1.13053,-0.0310021,-0.305351,0.132712,-0.124312,-0.0123567,-0.983251,-0.514281,-14.3438,-164.561
1,1626620347444,2.47823,-0.0528006,9.53232,0.01546,0.00337958,-0.0112772,-1.12806,-0.0310421,-0.305119,0.135768,-0.123913,-0.0128087,-0.982878,-0.500715,-14.3037,-164.208
1,1626620347644,2.4473,-0.0622628,9.50422,-0.00568032,0.00724941,-0.00846386,-1.13523,-0.0259844,-0.305769,0.138595,-0.123756,-0.0132192,-0.982498,-0.492403,-14.2908,-163.88
1,1626620347845,2.45186,-0.0760246,9.50337,0.00382513,-0.000795722,-0.00383854,-1.13004,-0.0237268,-0.307728,0.141593,-0.123652,-0.0136024,-0.982078,-0.49069,-14.2837,-163.53
1,1626620348045,2.47549,-0.0631646,9.54969,-0.000439584,-0.00928044,-0.0120431,-1.13339,-0.0305689,-0.298248,0.144645,-0.123462,-0.0139325,-0.981652,-0.494393,-14.266,-163.174
1,1626620348246,2.4601,-0.0432605,9.48867,0.0021562,-0.0129446,-0.00630468,-1.13054,-0.0284022,-0.302883,0.147536,-0.123467,-0.0143253,-0.981216,-0.491851,-14.2719,-162.836
1,1626620348446,2.4679,-0.0529746,9.51447,-0.000175834,0.0197902,-0.00389814,-1.12809,-0.0258424,-0.300183,0.150466,-0.123511,-0.0148326,-0.980757,-0.47736,-14.2842,-162.496
1,1626620348646,2.44971,-0.0563892,9.51911,0.00567287,0.00141114,0.00309944,-1.12771,-0.0236357,-0.305051,0.153398,-0.123425,-0.0150934,-0.98031,-0.489171,-14.2776,-162.152
1,1626620348847,2.42999,-0.0553757,9.52179,0.0231147,-0.00313967,0.0164941,-1.13029,-0.0260645,-0.305305,0.156305,-0.123473,-0.0155139,-0.979838,-0.484628,-14.2892,-161.812
1,1626620349047,2.44801,-0.0630615,9.50527,0.0109285,0.0335783,-0.00435114,-1.13277,-0.0234246,-0.303069,0.159307,-0.123427,-0.0161276,-0.97935,-0.457434,-14.2939,-161.464
1,1626620349248,2.44818,-0.062254,9.51147,-0.00682175,0.014323,-0.0201896,-1.12759,-0.0211669,-0.305028,0.162224,-0.123379,-0.0165144,-0.978871,-0.455244,-14.2943,-161.123
1,1626620349448,2.47293,-0.0781744,9.51327,0.00157505,0.0139341,-0.03106,-1.12574,-0.0283512,-0.299975,0.165101,-0.123205,-0.0167948,-0.978407,-0.462242,-14.2785,-160.786
1,1626620349648,2.47437,-0.0544324,9.52219,-0.00423491,-0.00131726,0.0089854,-1.13264,-0.0235557,-0.305514,0.16791,-0.123228,-0.0174077,-0.977915,-0.433743,-14.2917,-160.46
1,1626620349849,2.4449,-0.0682441,9.53554,-0.0117257,-0.00565797,-0.011149,-1.1351,-0.0261155,-0.308214,0.170744,-0.123241,-0.0177708,-0.977416,-0.434384,-14.2992,-160.128
1,1626620350049,2.46132,-0.067587,9.50776,-0.0178397,0.00913143,-0.0212327,-1.1346,-0.0214401,-0.313058,0.173519,-0.123005,-0.0183654,-0.976946,-0.402243,-14.283,-159.807
1,1626620350250,2.48645,-0.0662262,9.49835,-0.00591129,0.00815988,-0.0149995,-1.12079,-0.0310312,-0.301979,0.176077,-0.122864,-0.0187169,-0.976499,-0.396892,-14.2732,-159.507
1,1626620350450,2.47694,-0.0629207,9.49192,-0.00577867,0.00077039,-0.0102729,-1.12533,-0.0313443,-0.309778,0.178714,-0.122862,-0.0193392,-0.976008,-0.364456,-14.2848,-159.202
1,1626620350650,2.43194,-0.0574036,9.50401,-0.00261515,0.00100285,-0.0163719,-1.13215,-0.0188802,-0.310359,0.181497,-0.122754,-0.0199364,-0.975496,-0.334831,-14.284,-158.879
1,1626620350851,2.48876,-0.102694,9.49959,-0.00463426,0.00323802,0.000761449,-1.13054,-0.0284022,-0.302883,0.184157,-0.122798,-0.0204294,-0.974982,-0.318791,-14.2986,-158.568
1,1626620351051,2.45797,-0.0771843,9.53045,-0.00654757,0.00217408,0.00115931,-1.13285,-0.033693,-0.310496,0.187074,-0.122526,-0.0207544,-0.974454,-0.318929,-14.2739,-158.225
1,1626620351252,2.47636,-0.0656838,9.50353,0.0102475,0.0100896,-0.00215769,-1.1282,-0.0283112,-0.300206,0.189913,-0.122608,-0.0211991,-0.973885,-0.312111,-14.292,-157.892
1,1626620351452,2.46897,-0.0476082,9.50284,0.00833422,0.00720769,0.00921786,-1.12742,-0.0290976,-0.314877,0.192652,-0.122616,-0.0216672,-0.973335,-0.299512,-14.3025,-157.571
1,1626620351653,2.43099,-0.0550767,9.50926,0.00228435,-0.00273883,0.00141412,-1.13029,-0.0260645,-0.305305,0.194835,-0.122681,-0.0218457,-0.972888,-0.313295,-14.3132,-157.312
1,1626620351853,2.45072,-0.051434,9.50799,0.00634044,-0.00359416,0.00338107,-1.12559,-0.0310822,-0.304888,0.197559,-0.122648,-0.0219818,-0.97234,-0.337802,-14.3116,-156.988
1,1626620352054,2.45044,-0.0226065,9.53184,0.00415742,0.00480562,-0.00451952,-1.12842,-0.0358487,-0.30272,0.198828,-0.122682,-0.0220577,-0.972075,-0.348985,-14.3168,-156.837
1,1626620352254,2.44564,-0.0521069,9.50307,-0.00620931,-0.0196904,-0.0211224,-1.12769,-0.0262356,-0.307519,0.20102,-0.122737,-0.0221111,-0.971616,-0.377162,-14.3235,-156.574
1,1626620352454,2.46211,-0.049772,9.48729,0.0217602,-0.0115395,-4.91738e-05,-1.13768,-0.0285443,-0.308469,0.203693,-0.122673,-0.0223369,-0.971062,-0.389936,-14.3205,-156.257
1,1626620352655,2.46597,-0.0728677,9.50393,0.0129625,-0.0120968,-0.0127256,-1.12993,-0.021258,-0.307705,0.206487,-0.122564,-0.0226027,-0.970479,-0.398839,-14.3134,-155.927
1,1626620352856,2.47781,-0.0636472,9.52471,-0.0024125,-0.00909418,0.00153184,-1.12991,-0.0238578,-0.310173,0.209274,-0.12259,-0.022958,-0.969871,-0.400775,-14.3239,-155.597
1,1626620353056,2.4346,-0.0652246,9.53257,0.00275373,0.00948608,-0.0118673,-1.13758,-0.0234756,-0.305978,0.211981,-0.122628,-0.0232032,-0.969272,-0.41451,-14.333,-155.275
1,1626620353256,2.43891,-0.0595058,9.53449,-0.00791848,0.0109836,-0.0178337,-1.13536,-0.0258534,-0.303324,0.214579,-0.122532,-0.0236522,-0.968702,-0.399869,-14.3323,-154.97
1,1626620353457,2.46134,-0.0603091,9.51491,-0.0124276,8.49366e-05,-0.008142,-1.13473,-0.021309,-0.310613,0.21731,-0.122559,-0.0240159,-0.96808,-0.400269,-14.3434,-154.646
1,1626620353658,2.4384,-0.0286309,9.47594,-0.000680983,0.0140011,-0.00610054,-1.12546,-0.0312133,-0.307333,0.218338,-0.122574,-0.0240114,-0.967847,-0.416713,-14.3444,-154.522
1,1626620353858,2.46671,-0.0696244,9.52708,0.0113815,-0.00458062,0.00629723,-1.13314,-0.0282311,-0.30067,0.220844,-0.122678,-0.0242218,-0.96726,-0.433392,-14.3605,-154.223
1,1626620354058,2.45764,-0.0604554,9.48643,0.0138074,-0.000701845,0.00259727,-1.13289,-0.0258934,-0.303092,0.223415,-0.122731,-0.0244079,-0.966658,-0.45258,-14.3701,-153.915
1,1626620354259,2.48383,-0.063748,9.50833,0.0188187,-0.00802576,0.00497997,-1.13053,-0.0310021,-0.305351,0.226288,-0.122755,-0.0245328,-0.965983,-0.482624,-14.3747,-153.571
1,1626620354460,2.48282,-0.0685773,9.49201,0.00150055,-0.000545382,-0.00351518,-1.12784,-0.0235046,-0.302606,0.229129,-0.122846,-0.0247051,-0.965297,-0.508686,-14.388,-153.23
1,1626620354660,2.47559,-0.0588631,9.53434,-0.0024572,0.013651,0.00169128,-1.13288,-0.0284933,-0.30556,0.231841,-0.122842,-0.0249984,-0.964642,-0.516452,-14.394,-152.907
1,1626620354860,2.47325,-0.0767592,9.51028,0.0186518,-0.00534803,-0.00438094,-1.13038,-0.0337331,-0.310264,0.234563,-0.122805,-0.0253888,-0.963979,-0.512432,-14.399,-152.583
1,1626620355061,2.4655,-0.0758051,9.49335,0.00414252,-0.00638813,-0.0169441,-1.12807,-0.0284423,-0.302651,0.23715,-0.122877,-0.0257095,-0.963328,-0.517474,-14.4145,-152.275
1,1626620355261,2.47511,-0.0829759,9.49161,-0.000189245,0.00520349,-0.0199482,-1.13288,-0.0284933,-0.30556,0.239517,-0.12274,-0.0259365,-0.962754,-0.523856,-14.4042,-151.993
1,1626620355462,2.476,-0.0903419,9.48946,-0.00638217,0.0237733,-0.0082314,-1.14318,-0.0307605,-0.3066,0.242024,-0.122777,-0.0261837,-0.962115,-0.53517,-14.4139,-151.692
1,1626620355662,2.44671,-0.0429891,9.52202,0.00501722,0.0144124,-0.00446886,-1.13518,-0.0211342,-0.308259,0.243551,-0.122626,-0.0263805,-0.961743,-0.531744,-14.4017,-151.511
1,1626620355863,2.4623,-0.0757789,9.53352,-0.00466555,0.00109673,0.00864566,-1.14035,-0.0259929,-0.308768,0.245901,-0.122654,-0.0268396,-0.961129,-0.51638,-14.4167,-151.233
1,1626620356063,2.45814,-0.0592831,9.49957,-0.00739545,0.00102073,0.00930578,-1.12754,-0.0163156,-0.307517,0.248409,-0.122435,-0.0272317,-0.960501,-0.503743,-14.4021,-150.936
1,1626620356264,2.47468,-0.0587581,9.56096,0.00667125,0.00607371,-0.00411123,-1.13812,-0.0309717,-0.308582,0.251029,-0.122357,-0.0274644,-0.959822,-0.515136,-14.3988,-150.622
1,1626620356464,2.44848,-0.0453631,9.52098,0.00893027,0.0101402,0.0129819,-1.13288,-0.0284933,-0.30556,0.253364,-0.122449,-0.0277631,-0.959188,-0.51992,-14.4167,-150.341
1,1626620356664,2.44545,-0.0654766,9.5148,0.00718087,0.00629574,-0.020659,-1.13497,-0.0262466,-0.310659,0.255937,-0.122601,-0.0279164,-0.958481,-0.54679,-14.4368,-150.03
1,1626620356865,2.49438,-0.0964432,9.52708,0.00485182,0.000931323,-0.00968576,-1.1331,-0.0360308,-0.308074,0.258192,-0.122627,-0.0281162,-0.957867,-0.55969,-14.4443,-149.758
1,1626620357065,2.44847,-0.0670256,9.50422,0.000631809,-0.00281632,0.000528991,-1.12782,-0.0261045,-0.305074,0.259361,-0.122699,-0.0280849,-0.957543,-0.5835,-14.4507,-149.615
1,1626620357266,2.46921,-0.0707291,9.51505,0.00359714,0.00191778,0.00456572,-1.12793,-0.0311732,-0.307565,0.260704,-0.122547,-0.0281297,-0.957196,-0.594336,-14.4343,-149.453
1,1626620357466,2.46411,-0.0849556,9.55277,-0.011456,0.0144273,-0.0132695,-1.12955,-0.0190513,-0.312572,0.262431,-0.122429,-0.0283164,-0.956734,-0.596087,-14.4258,-149.247
1,1626620357667,2.43821,-0.0664791,9.48248,0.0010252,0.0113979,0.00138581,-1.12328,-0.0257914,-0.297275,0.262381,-0.122348,-0.0284955,-0.956752,-0.572507,-14.4223,-149.256
1,1626620357867,2.46358,-0.0741926,9.50584,-0.0103727,-0.000973046,-0.0153869,-1.11807,-0.0287335,-0.304169,0.263578,-0.122363,-0.0285617,-0.956419,-0.583949,-14.4252,-149.111
1,1626620358067,2.45513,-0.0564501,9.53116,0.00187904,-0.00740141,-0.00557452,-1.1352,-0.0311842,-0.310705,0.2649,-0.122464,-0.0287332,-0.956036,-0.588181,-14.441,-148.951
1,1626620358268,2.45239,-0.0584071,9.55484,0.020957,0.00374615,-0.0174269,-1.1357,-0.0358597,-0.305861,0.26722,-0.122311,-0.0290893,-0.955399,-0.578865,-14.4336,-148.675
1,1626620358468,2.47835,-0.0650461,9.5003,0.0220865,0.0114068,-0.0144929,-1.13616,-0.0330878,-0.301037,0.268235,-0.122174,-0.0289853,-0.955135,-0.601811,-14.4145,-148.551
1,1626620358669,2.46154,-0.0712449,9.52571,0.00487715,0.00520945,-0.00445545,-1.13369,-0.0331278,-0.300805,0.267917,-0.122242,-0.0288634,-0.95522,-0.612885,-14.4185,-148.587
1,1626620358869,2.45733,-0.0788162,9.51272,0.010705,-0.00117272,-0.0069052,-1.13529,-0.0262041,-0.31075,0.268213,-0.122258,-0.0289784,-0.955131,-0.604967,-14.4236,-148.553
1,1626620359070,2.45268,-0.0659737,9.52851,0.0122041,0.00363886,-0.0113443,-1.13073,-0.0284913,-0.305418,0.268613,-0.122211,-0.0291315,-0.95502,-0.592365,-14.423,-148.506
1,1626620359270,2.46193,-0.0464136,9.52838,-0.000908971,-0.0110731,-0.0171572,-1.12826,-0.0285314,-0.305186,0.268284,-0.122113,-0.0290695,-0.955127,-0.5911,-14.4103,-148.546
1,1626620359470,2.47413,-0.0570525,9.48893,-0.00934452,-0.007388,-0.0071004,-1.13363,-0.0329066,-0.295826,0.267989,-0.122373,-0.0288761,-0.955182,-0.616824,-14.4334,-148.578
1,1626620359671,2.44875,-0.0612276,9.52396,0.0125751,9.38773e-05,-0.00144541,-1.1308,-0.0281401,-0.297993,0.267783,-0.122425,-0.0288651,-0.955234,-0.616544,-14.4389,-148.602
1,1626620359871,2.47197,-0.0734872,9.52573,0.000415742,0.00545382,-0.00312328,-1.13807,-0.0281511,-0.301133,0.267501,-0.122452,-0.0286732,-0.955315,-0.634734,-14.4361,-148.634
1,1626620360072,2.4508,-0.0717597,9.51298,0.00956804,0.00541806,-0.000524521,-1.13019,-0.0209958,-0.302814,0.267264,-0.122538,-0.0288161,-0.955366,-0.617742,-14.4503,-148.664
1,1626620360272,2.44248,-0.0445273,9.50544,-0.00170767,-0.00194609,-0.00816137,-1.13559,-0.030791,-0.30337,0.266865,-0.122656,-0.0288713,-0.955461,-0.609136,-14.4654,-148.712
1,1626620360473,2.45734,-0.09068,9.48909,0.00877827,-0.000236928,-0.00919849,-1.12337,-0.0334599,-0.302234,0.266581,-0.122656,-0.0287995,-0.955542,-0.612855,-14.4633,-148.746
1,1626620360673,2.47431,-0.0586439,9.49817,0.00407994,0.0162646,0.0106573,-1.12549,-0.0260135,-0.302397,0.266096,-0.122735,-0.0285229,-0.955676,-0.639138,-14.4639,-148.801
1,1626620360873,2.446,-0.0742639,9.53763,0.00105649,0.0181422,0.00256747,-1.13031,-0.0234646,-0.302837,0.265966,-0.122805,-0.0285056,-0.955703,-0.641348,-14.4712,-148.815
1,1626620361074,2.45817,-0.0725756,9.49136,0.00548661,0.000944734,0.00195056,-1.12286,-0.0313844,-0.309546,0.265826,-0.122717,-0.0284773,-0.955754,-0.639543,-14.4607,-148.833
1,1626620361274,2.45093,-0.0540423,9.49255,-0.0065133,-0.0116929,-0.00500083,-1.12797,-0.0233736,-0.300161,0.265621,-0.12285,-0.0283986,-0.955796,-0.649546,-14.4732,-148.856
1,1626620361475,2.45971,-0.0620864,9.50292,0.00212491,0.0171721,0.00372678,-1.12993,-0.021258,-0.307705,0.265569,-0.122722,-0.0281887,-0.955834,-0.668317,-14.4524,-148.86
1,1626620361675,2.44263,-0.0564414,9.51997,0.000394881,-0.00662208,-0.0137925,-1.1329,-0.0232935,-0.300624,0.265399,-0.122744,-0.0281854,-0.955878,-0.666774,-14.4549,-148.881
1,1626620361876,2.48886,-0.0759893,9.53457,0.00357926,0.00850707,-0.00459552,-1.13584,-0.0331287,-0.300948,0.265175,-0.122711,-0.02817,-0.955945,-0.66398,-14.4508,-148.908
1,1626620362076,2.45264,-0.0629878,9.50908,0.0084579,0.00538677,0.0139311,-1.13055,-0.0258023,-0.300415,0.264986,-0.122693,-0.02808,-0.956002,-0.670656,-14.4463,-148.93
1,1626620362276,2.44886,-0.0574603,9.49404,0.0193894,0.00618249,-0.0180542,-1.13255,-0.0158871,-0.300555,0.264749,-0.122639,-0.0282647,-0.956069,-0.644391,-14.4461,-148.962
1,1626620362477,2.46088,-0.0698667,9.54724,0.00511855,-0.0038594,-0.010483,-1.1334,-0.027969,-0.29578,0.264688,-0.122847,-0.0284159,-0.956055,-0.633061,-14.474,-148.97
1,1626620362677,2.45717,-0.0711886,9.51108,0.00384748,-0.00993908,-0.00697523,-1.13064,-0.0334709,-0.305374,0.264592,-0.122917,-0.0285153,-0.95607,-0.622589,-14.4849,-148.982
1,1626620362878,2.47055,-0.0555933,9.53226,-0.00551194,-0.00819117,0.0144422,-1.13524,-0.0233846,-0.303301,0.264565,-0.123022,-0.0284923,-0.956064,-0.628113,-14.4958,-148.984
1,1626620363078,2.46936,-0.0768125,9.53109,-0.0204444,0.020653,-0.00552386,-1.13327,-0.0281,-0.298225,0.264816,-0.12296,-0.0285312,-0.956002,-0.625646,-14.49,-148.955
1,1626620363278,2.45503,-0.0562902,9.51385,0.0131205,0.008367,-0.00166595,-1.12547,-0.0286134,-0.304865,0.265192,-0.122934,-0.0287057,-0.955896,-0.610913,-14.4923,-148.911
1,1626620363479,2.47929,-0.0665579,9.51269,-0.0090912,0.0063017,-0.0131801,-1.13064,-0.0334709,-0.305374,0.264967,-0.122841,-0.0286421,-0.955972,-0.61164,-14.4801,-148.939
1,1626620363679,2.47746,-0.0657078,9.50784,0.00736266,-0.00631809,-0.0122175,-1.13302,-0.0257623,-0.300647,0.264849,-0.122694,-0.0287105,-0.956022,-0.597343,-14.4659,-148.955
1,1626620363880,2.46812,-0.0672207,9.51985,0.0162393,0.00684112,0.0025183,-1.13311,-0.0334309,-0.305606,0.264787,-0.122374,-0.0286504,-0.956081,-0.592915,-14.4284,-148.965
1,1626620364080,2.44675,-0.0522584,9.52242,0.00282377,0.00725538,0.00953525,-1.13054,-0.0284022,-0.302883,0.265076,-0.122366,-0.0285458,-0.956005,-0.60895,-14.4242,-148.928
1,1626620364280,2.43733,-0.028871,9.5058,0.0246301,0.0180826,-0.00298619,-1.13041,-0.0285333,-0.305328,0.265051,-0.122555,-0.0285353,-0.955988,-0.615813,-14.4449,-148.93
1,1626620364481,2.44433,-0.0573647,9.51042,0.0010401,0.00240803,-0.0181869,-1.13019,-0.0209958,-0.302814,0.266106,-0.122449,-0.0288129,-0.955701,-0.597333,-14.4411,-148.806
1,1626620364681,2.43624,-0.060583,9.50553,0.0214115,0.00634491,-0.0131994,-1.13238,-0.0238178,-0.310404,0.265831,-0.122541,-0.0287856,-0.955766,-0.599155,-14.4507,-148.838
1,1626620364882,2.43459,-0.0472266,9.49822,0.0103638,0.0121593,0.00450611,-1.13534,-0.0284532,-0.305792,0.265432,-0.122505,-0.0287771,-0.955882,-0.592764,-14.4466,-148.887
1,1626620365082,2.45956,-0.0639265,9.51873,0.0137031,-0.010699,-0.00794679,-1.12276,-0.0263157,-0.307055,0.26508,-0.12248,-0.0287747,-0.955983,-0.586798,-14.4439,-148.93
1,1626620365282,2.4593,-0.0662911,9.52508,0.0113145,0.00756383,-0.00678599,-1.13546,-0.0309221,-0.305815,0.265048,-0.122404,-0.0287904,-0.956001,-0.582094,-14.436,-148.935
1,1626620365483,2.48012,-0.0445637,9.52986,0.018546,-0.00141412,-0.0156909,-1.12533,-0.0313443,-0.309778,0.264864,-0.122583,-0.028823,-0.956028,-0.581307,-14.457,-148.956
1,1626620365683,2.47733,-0.0805747,9.54027,-0.0143394,0.00591725,0.0142485,-1.13288,-0.0284933,-0.30556,0.264606,-0.122601,-0.0287294,-0.9561,-0.588486,-14.4563,-148.986
1,1626620365884,2.44773,-0.066599,9.51006,0.00171065,0.00965595,0.00125319,-1.12497,-0.0265378,-0.312177,0.264265,-0.122551,-0.0287772,-0.956199,-0.576213,-14.4524,-149.028
1,1626620366084,2.42804,-0.0450256,9.50964,0.00490993,-0.00682175,0.0222206,-1.13942,-0.0188912,-0.313499,0.264126,-0.122539,-0.0285975,-0.956245,-0.593986,-14.4456,-149.043
1,1626620366284,2.45148,-0.054572,9.48339,-0.00801086,-0.0161961,0.00758469,-1.13952,-0.0239599,-0.31599,0.263948,-0.122558,-0.0287803,-0.956286,-0.571195,-14.4535,-149.067
1,1626620366485,2.43865,-0.0439991,9.53056,0.00551641,0.0196218,-0.0089258,-1.13533,-0.0310531,-0.30826,0.263792,-0.122622,-0.0287409,-0.956322,-0.575293,-14.4595,-149.085
1,1626620366686,2.44419,-0.0669669,9.54618,0.013195,0.0107944,-0.0234023,-1.12499,-0.021338,-0.307241,0.263456,-0.12248,-0.0286582,-0.956435,-0.574893,-14.4413,-149.126
1,1626620366886,2.45146,-0.0744965,9.48456,0.00712126,-0.000444055,-0.00994951,-1.11806,-0.0313334,-0.306637,0.263141,-0.122486,-0.0286154,-0.956523,-0.575081,-14.4409,-149.164
1,1626620367087,2.4627,-0.0742425,9.52134,-0.00277907,0.0199854,-0.0031665,-1.12991,-0.0238578,-0.310173,0.262971,-0.12234,-0.0287031,-0.956585,-0.557886,-14.4274,-149.187
