1614153452,-164
1614153468,-164
1614153484,-164
1614153499,-164
1614153515,-164
1614153530,-164
1614153546,-164
1614153561,-164
1614153577,-164
1614153593,-164
1614153608,-164
1614153624,-164
1614153639,-164
1614153655,-164
1614153670,-164
1614153686,-164
1614153702,-164
1614153717,-164
1614153733,-164
1614153748,-164
1614153764,-164
1614153779,-164
1614153795,-164
1614153811,-164
1614153826,-164
1614153842,-164
1614153857,-164
1614153873,-164
1614153888,-164
1614153904,-164
1614153920,-164
1614153935,-164
1614153951,-164
1614153966,-164
1614153982,-164
1614153997,-164
1614154013,-164
1614154029,-164
1614154044,-164
1614154060,-164
1614154075,-164
1614154091,-164
1614154106,-164
1614154122,-164
