1614584094,-20
1614584100,-17
1614584106,-19
1614584112,-18
1614584118,-18
1614584123,-22
1614584127,-26
1614584130,-26
1614584132,-15
1614584135,-15
1614584137,-15
1614584140,-15
1614584142,-15
1614584145,-15
1614584147,-15
1614584150,-15
1614584152,-15
1614584155,-15
1614584158,-15
1614584160,-15
1614584163,-15
1614584165,-15
1614584168,-15
1614584170,-15
1614584173,-15
1614584175,-15
1614584178,-15
1614584180,-15
1614584183,-15
1614584186,-15
1614584188,-15
1614584191,-15
1614584193,-15
1614584196,-15
1614584198,-15
1614584201,-15
1614584203,-15
1614584206,-15
1614584209,-15
1614584211,-15
1614584214,-15
1614584224,-24
1614584227,-24
1614584229,-24
1614584232,-24
1614584235,-24
1614584237,-24
1614584240,-24
1614584242,-24
1614584245,-24
1614584247,-24
1614584250,-24
1614584252,-10
1614584254,-10
1614584257,-10
1614584260,-10
1614584262,-10
1614584265,-10
1614584267,-10
1614584270,-10
1614584272,-10
1614584275,-10
1614584278,-11
1614584281,-16
1614584290,-16
1614584293,-16
