1614583969,-164
1614583972,-164
1614583973,-25
1614583974,-27
1614583976,-27
1614583977,-26
1614583978,-25
1614583979,-25
1614583980,-23
1614583982,-24
1614583983,-24
1614583984,-24
1614583985,-23
1614583987,-24
1614583988,-23
1614583989,-23
1614583990,-30
1614583992,-26
1614583993,-23
1614583994,-31
1614583995,-28
1614583996,-26
1614583998,-43
1614583999,-26
1614584000,-25
1614584001,-18
1614584003,-20
1614584004,-21
1614584005,-24
1614584006,-24
1614584008,-23
1614584009,-22
1614584010,-22
1614584011,-25
1614584013,-25
1614584014,-24
1614584015,-24
